순위,제목,저자,출판사,출간일,별점
67,오즈의 마법사 3 (한글+영문),라이먼 프랭크 바움 (지은이) , 미르북컴퍼니 , 2014년 6월,4.0
68,비즈니스 일본어회화 & 이메일 표현사전,인현진 (지은이) , 길벗이지톡 , 2016년 5월,5.0
69,나의 하루 1줄 스페인어 쓰기 수첩 : 기초문장 100,권진영 (지은이) , 시대인 , 2020년 7월,5.0
70,해석이 쉬워지는 해커스 구문독해 100,해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) , 2022년 10월,5.0
71,미드 영어회화 핵심패턴 233(2017년 개정판),백선엽 (지은이) , 길벗이지톡 , 2017년 6월,4.0
72,여행 일본어 메뉴판 & 쇼핑 무작정 따라하기,강한나 (지은이) , 길벗이지톡 , 2019년 7월,5.0
73,여행 영어의 결정적 패턴들,서영조 (지은이) , 사람in , 2022년 5월,5.0
74,예의 바른 비즈니스 영어 이메일 & 채팅,"Yoshitaka Matsuura (지은이), 정은희 (옮긴이) ", 베이직북스 , 2023년 1월,5.0
75,가벼운 프랑스어,가벼운학습지 (지은이) , 레모네이드 , 2021년 7월,5.0
76,기초영어 1000문장 말하기 연습 1,박미진 (지은이) , 토마토출판사 , 2020년 3월,5.0
77,해커스 토익 실전 1000제 2 LC Listening (리스닝) 문제집 (2023 최신개정판),해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) , 2023년 1월,0.0
78,영어로 자동 변환! 미국영어 표현사전,이호상 (지은이) , 다락원 , 2021년 1월,5.0
79,영어일기 표현사전_취미활동 운동,하명옥 (지은이) , 넥서스 , 2019년 11월,0.0
80,MC누리쌤의 듀오링고 테스트 고득점 비법서,MC누리쌤(전누리) (지은이) , 웅진윙스 , 2022년 9월,5.0
81,영국 전래 동화 : 44편 (세계 문학 BEST 영어 원서 88),조지프 제이콥스 (지은이) , Bookmakers                               , 2017년 4월,0.0
82,영어일기 표현사전_학교생활 학교행사,하명옥 (지은이) , 넥서스 , 2019년 11월,0.0
83,아서왕과 원탁의 기사들 The Legends of KING ARTHUR and his KNIGHTS,제임스 놀스 (지은이) , 유페이퍼 , 2016년 3월,0.0
84,영어일기 표현사전_집안행사 식생활,하명옥 (지은이) , 넥서스 , 2019년 11월,0.0
85,일본어 상용한자 무작정 따라하기 1,권경배 (지은이) , 길벗이지톡 , 2023년 2월,5.0
86,비즈니스 영어 회화 & 이메일 표현 사전,이지윤 (지은이) , 길벗이지톡 , 2023년 2월,5.0
87,영어 감정 표현 사전,"샘 노리스 (지은이), 정병선 (옮긴이) ", 길벗이지톡 , 2022년 7월,5.0
88,예의 바른 비즈니스 영어,Hyogo Okada (지은이) , 베이직북스 , 2022년 2월,5.0
89,지킬 박사와 하이드 (한글+영문),로버트 루이스 스티븐슨 (지은이) , 미르북컴퍼니 , 2014년 6월,0.0
90,여행영어 100일의 기적,문성현 (지은이) , 넥서스 , 2017년 8월,5.0
91,뉴스 영어의 결정적 표현들,박종홍 (지은이) , 사람in , 2021년 3월,5.0
92,이솝 이야기 1 (한글+영문),이솝 (지은이) , 미르북컴퍼니 , 2014년 6월,5.0
93,파고다 오픽의 신(神) IM2-AL,"이현석, 김소라 (지은이) ", 파고다 , 2020년 12월,4.5
94,쉬운 단어로 1분 영어 말하기,에스텔 (지은이) , 넥서스 , 2020년 8월,5.0
95,해커스 토익 실전 1200제 READING,해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) , 2021년 2월,4.5
96,영어독립 365,"영어독립단어 콘텐츠팀, 신미주 (지은이), 김재우 (감수) ", 상상스퀘어 , 2022년 7월,5.0
97,오셀로 (한글판 + 영문판),"윌리엄 셰익스피어 (지은이), 김민애 (옮긴이) ", 더클래식 , 2015년 1월,0.0
98,이솝 이야기 2 (한글+영문),이솝 (지은이) , 미르북컴퍼니 , 2014년 6월,0.0
99,파고다 토익 보카 (개정판),파고다교육그룹 언어교육연구소 (지은이) , 파고다 , 2020년 3월,4.0
100,나혼자 끝내는 독학 스페인어 첫걸음,임창희 (지은이) , 넥서스 , 2017년 9월,4.5
