순위,제목,저자,출판사,출간일,별점
63,엘리어트 파동이론 마스터,"글렌 닐리 (지은이), 정인지 (그림) ", 원앤원북스 , 2023년 2월,4.0
64,MBC 14층 사람들은 이렇게 기획합니다,"손재일, 전기영 (지은이) ", 21세기북스 , 2023년 1월,5.0
65,브랜드로부터 배웁니다,김도영 (지은이) , 위즈덤하우스 , 2023년 2월,5.0
66,넛지 : 파이널 에디션,"리처드 H. 탈러, 캐스 R. 선스타인 (지은이), 이경식 (옮긴이) ", 리더스북 , 2022년 6월,4.5
67,백만장자 시크릿,"하브 에커 (지은이), 나선숙 (옮긴이) ", 알에이치코리아(RHK) , 2020년 8월,4.5
68,내가 알고 있는 걸 당신도 알게 된다면 (리커버 에디션),"칼 필레머 (지은이), 박여진 (옮긴이) ", 토네이도 , 2022년 8월,5.0
69,왕초보도 바로 돈 버는 부동산 경매의 기술,정민우 (지은이) , 비즈니스북스 , 2021년 2월,5.0
70,당신은 사업가입니까,"캐럴 로스 (지은이), 유정식 (옮긴이) ", 알에이치코리아(RHK) , 2014년 3월,4.0
71,대출의 마법,레오(김은진) (지은이) , 다산북스 , 2022년 8월,5.0
72,부동산 트렌드 2023,김경민 (지은이) , 와이즈맵 , 2022년 11월,5.0
73,반도체 제국의 미래,정인성 (지은이) , 이레미디어 , 2021년 12월,4.5
74,노마드 투자자 서한,"닉 슬립 (지은이), 생각의여름(김태진), generalfox(변영진) (옮긴이) ", 더퀘스트 , 2022년 12월,5.0
75,팀장의 탄생,"줄리 주오 (지은이), 김고명 (옮긴이) ", 더퀘스트 , 2020년 9월,4.5
76,경제 상식사전,김민구 (지은이) , 길벗 , 2022년 1월,5.0
77,나의 첫 ETF 포트폴리오,송민섭(수페TV) (지은이) , 토네이도 , 2022년 5월,5.0
78,내 통장 구제하기 프로젝트,이삭 (지은이) , 알에이치코리아(RHK) , 2023년 1월,5.0
79,실전투자 절대지식,김형준 (지은이) , 이레미디어 , 2018년 5월,4.0
80,주식 단타로 매일매일 벌어봤어?,양선호 (지은이) , 넥서스 , 2022년 4월,4.0
81,제품의 탄생,"오이카와 다쿠야, 소네하라 하루키, 고시로 구미코 (지은이), 강경민 (옮긴이) ", 책만 , 2023년 1월,0.0
82,인간 본성 불패의 법칙,"데이비드 숀설, 로런 노드그런 (지은이), 이지연 (옮긴이) ", 다산북스 , 2022년 10월,4.5
83,제대로 알고 쓰는 논문 통계분석 : SPSS & AMOS,노경섭 (지은이) , 한빛아카데미(교재) , 2020년 12월,5.0
84,IFRS 실무회계,나규세 (지은이) , 유페이퍼 , 2023년 1월,0.0
85,그래서 마케팅에도 심리학이 필요합니다,"김종선, 진변석 (지은이) ", 팬덤북스 , 2022년 11월,5.0
87,2050 미중 패권전쟁과 세계경제 시나리오,최윤식 (지은이) , 김영사 , 2023년 2월,0.0
88,실리콘밸리의 실험실,"스테판 H. 톰키 (지은이), 안진환 (옮긴이) ", 한국경제신문 , 2023년 2월,4.5
89,인플레이션에서 살아남기,오건영 (지은이) , 페이지2(page2) , 2022년 5월,4.0
90,소수몽키의 한 권으로 끝내는 미국주식,소수몽키(홍승초) (지은이) , 길벗 , 2021년 4월,4.5
91,EBS 다큐프라임 자본주의,EBS 자본주의 제작팀 (지은이) , 가나출판사 , 2015년 5월,4.5
92,주식투자의 지혜,"천장팅 (지은이), 양성희, 김재현 (옮긴이) ", 에프엔미디어 , 2021년 6월,4.5
93,무기가 되는 스토리 : 브랜드 전쟁에서 살아남는 7가지 문장 공식,"도널드 밀러 (지은이), 이지연 (옮긴이) ", 윌북 , 2018년 9월,4.5
94,재무제표 모르면 주식투자 절대로 하지마라 (최신 개정판),사경인 (지은이) , 베가북스 , 2020년 1월,4.5
95,주식 공부 5일 완성,박민수(샌드 타이거 샤크) (지은이) , 비즈니스북스 , 2021년 1월,5.0
96,머니 트렌드 2023,"김경민, 김도윤, 부동산읽어주는남자(정태익) (지은이) ", 북모먼트 , 2022년 12월,5.0
97,"빌 게이츠, 기후재앙을 피하는 법","빌 게이츠 (지은이), 김민주, 이엽 (옮긴이) ", 김영사 , 2021년 2월,4.5
98,아이디어 불패의 법칙,"알베르토 사보이아 (지은이), 이지연 (옮긴이) ", 인플루엔셜(주) , 2020년 6월,5.0
99,로지컬 씽킹,"오카다 게이코, 데루야 하나코 (지은이), 김윤경 (옮긴이), 현창혁 (감수) ", 비즈니스북스 , 2019년 7월,4.5
100,빅데이터 커리어 가이드북,"조성준, 김현용, 박서영 (지은이) ", 길벗 , 2021년 11월,5.0
