,알라딘_순위,제목,알라딘_저자,알라딘_출판사,알라딘_출간일,알라딘_별점,알라딘_장르,상명장르,알라딘_가격
525,"

26.  
",이토록 아름다운 세상에서,"고호관, 김백상, 곽유진 (지은이) ", 현대문학 , 2023년 1월,5.0,소설/시/희곡,문학,"10,080"
526,"

27.  
",쿼런틴,"그렉 이건 (지은이), 김상훈 (옮긴이) ", 허블 , 2022년 12월,5.0,소설/시/희곡,문학,"12,250"
527,"

28.  
",1984 (한글+영문),"조지 오웰 (지은이), 정영수 (옮긴이) ", 더클래식 , 2013년 5월,5.0,소설/시/희곡,문학,"1,100"
528,"

29.  
",생생하게 살아 있는 캐릭터 만드는 법,"키라앤 펠리컨 (지은이), 정미화 (옮긴이) ", 아날로그(글담) , 2023년 1월,5.0,소설/시/희곡,문학,"12,600"
529,"

30.  
",도롱뇽과의 전쟁,"카렐 차페크 (지은이), 김선형 (옮긴이) ", 열린책들 , 2023년 2월,4.5,소설/시/희곡,문학,"10,350"
530,"

31.  
",밝은 밤,최은영 (지은이) , 문학동네 , 2021년 7월,5.0,소설/시/희곡,문학,"10,200"
531,"

32.  
",작별인사,김영하 (지은이) , 복복서가 , 2022년 5월,4.0,소설/시/희곡,문학,"10,000"
532,"

33.  
",폭풍의 언덕 (한글판 + 영문판),"에밀리 브론테 (지은이), 김명신 (옮긴이) ", 더클래식 , 2014년 11월,4.5,소설/시/희곡,문학,990
533,"

34.  
",파과,구병모 (지은이) , 위즈덤하우스 , 2018년 4월,4.5,소설/시/희곡,문학,"9,800"
534,"

35.  
",왕자님의 연애편지,이경민 (지은이) , 라이스메이커 , 2022년 12월,5.0,소설/시/희곡,문학,"12,960"
535,"

36.  
","칵테일, 러브, 좀비",조예은 (지은이) , 안전가옥 , 2020년 4월,4.5,소설/시/희곡,문학,"6,300"
536,"

37.  
",심판,"베르나르 베르베르 (지은이), 전미연 (옮긴이) ", 열린책들 , 2020년 8월,4.5,소설/시/희곡,문학,"10,000"
537,"

38.  
",천사를 거부하는 우울한 연인에게,양안다 (지은이) , 문학동네 , 2023년 2월,5.0,소설/시/희곡,문학,"8,400"
538,"

39.  
",멋진 신세계,"올더스 헉슬리 (지은이), 안정효 (옮긴이) ", 소담출판사 , 2018년 6월,4.5,소설/시/희곡,문학,"8,280"
539,"

40.  
",인간 실격,"다자이 오사무 (지은이), 김춘미 (옮긴이) ", 민음사 , 2012년 10월,4.0,소설/시/희곡,문학,"6,300"
540,"

41.  
",싯다르타,"헤르만 헤세 (지은이), 박병덕 (옮긴이) ", 민음사 , 2014년 1월,4.5,소설/시/희곡,문학,"5,600"
541,"

42.  
",세상의 마지막 기차역,"무라세 다케시 (지은이), 김지연 (옮긴이) ", 모모 , 2022년 5월,4.5,소설/시/희곡,문학,"9,800"
542,"

43.  
",데미안 (한글+영문),"헤르만 헤세 (지은이), 이순학 (옮긴이) ", 더클래식 , 2013년 1월,4.5,소설/시/희곡,문학,990
543,"

44.  
",브람스를 좋아하세요…,"프랑수아즈 사강 (지은이), 김남주 (옮긴이) ", 민음사 , 2018년 6월,4.5,소설/시/희곡,문학,"5,900"
544,"

45.  
",키다리 아저씨 (한글판 + 영문판),"진 웹스터 (지은이), 허윤정 (옮긴이) ", 더클래식 , 2015년 9월,4.5,소설/시/희곡,문학,"1,100"
545,"

46.  
",데미안: 오리지널 초판본,"헤르만 헤세 (지은이), 이미영 (옮긴이), 김선형 (해설) ", 코너스톤 , 2017년 2월,5.0,소설/시/희곡,문학,810
546,"

47.  
",이방인 (한글판),"알베르 카뮈 (지은이), 베스트트랜스 (옮긴이) ", 더클래식 , 2012년 8월,4.0,소설/시/희곡,문학,990
547,"

48.  
",홍학의 자리,정해연 (지은이) , 엘릭시르 , 2021년 7월,4.0,소설/시/희곡,문학,"9,800"
548,"

49.  
",프로젝트 헤일메리,"앤디 위어 (지은이), 강동혁 (옮긴이) ", 알에이치코리아(RHK) , 2021년 5월,5.0,소설/시/희곡,문학,"12,950"
549,"

50.  
",노르웨이의 숲,"무라카미 하루키 (지은이), 양억관 (옮긴이) ", 민음사 , 2019년 4월,4.0,소설/시/희곡,문학,"11,000"
550,"

51.  
",우중괴담,"미쓰다 신조 (지은이), 현정수 (옮긴이) ", 북로드 , 2022년 12월,5.0,소설/시/희곡,문학,"11,760"
551,"

52.  
",로미오와 줄리엣 (한글판+영문판),"윌리엄 셰익스피어 (지은이), 한우리 (옮긴이) ", 더클래식 , 2013년 11월,5.0,소설/시/희곡,문학,990
552,"

53.  
",수호자들,"존 그리샴 (지은이), 남명성 (옮긴이) ", 하빌리스(대원씨아이) , 2023년 2월,5.0,소설/시/희곡,문학,"12,600"
553,"

54.  
",메이드,"니타 프로스 (지은이), 노진선 (옮긴이) ", 마시멜로 , 2023년 2월,5.0,소설/시/희곡,문학,"12,100"
554,"

55.  
",아몬드,손원평 (지은이) , 창비 , 2017년 3월,4.0,소설/시/희곡,문학,"8,400"
555,"

56.  
",우리가 빛의 속도로 갈 수 없다면,김초엽 (지은이) , 허블 , 2019년 6월,4.5,소설/시/희곡,문학,"8,400"
556,"

57.  
",종의 기원,정유정 (지은이) , 은행나무 , 2017년 2월,4.0,소설/시/희곡,문학,"9,100"
557,"

58.  
",천 개의 파랑,천선란 (지은이) , 허블 , 2020년 8월,4.5,소설/시/희곡,문학,"9,800"
558,"

59.  
",오만과 편견 (한글+영문판),"제인 오스틴 (지은이), 김유미 (옮긴이) ", 더클래식 , 2013년 5월,3.5,소설/시/희곡,문학,"1,500"
559,"

60.  
",딜레마 사전,"안젤라 애커만, 베카 푸글리시 (지은이), 오수원 (옮긴이) ", 윌북 , 2022년 8월,4.5,소설/시/희곡,문학,"15,400"
560,"

61.  
",해가 지는 곳으로,최진영 (지은이) , 민음사 , 2017년 8월,4.5,소설/시/희곡,문학,"9,800"
561,"

62.  
",여자 없는 남자들,"무라카미 하루키 (지은이), 양윤옥 (옮긴이) ", 문학동네 , 2020년 4월,4.5,소설/시/희곡,문학,"9,700"
562,"

63.  
",안젤리크,"기욤 뮈소 (지은이), 양영란 (옮긴이) ", 밝은세상 , 2023년 1월,4.5,소설/시/희곡,문학,"12,000"
563,"

64.  
",우리가 세상을 이해하길 멈출 때,"벵하민 라바투트 (지은이), 노승영 (옮긴이) ", 문학동네 , 2022년 6월,4.5,소설/시/희곡,문학,"12,000"
564,"

65.  
",이중 작가 초롱,이미상 (지은이) , 문학동네 , 2022년 11월,5.0,소설/시/희곡,문학,"10,900"
565,"

66.  
",트렁크,김려령 (지은이) , 창비 , 2015년 6월,3.5,소설/시/희곡,문학,"8,400"
566,"

67.  
",하얼빈,김훈 (지은이) , 문학동네 , 2022년 8월,4.5,소설/시/희곡,문학,"11,200"
567,"

68.  
",달러구트 꿈 백화점 2,이미예 (지은이) , 팩토리나인 , 2021년 7월,4.5,소설/시/희곡,문학,"9,660"
568,"

69.  
",노인과 바다 (한글),"어니스트 헤밍웨이 (지은이), 이수정 (옮긴이) ", 더클래식 , 2012년 11월,4.0,소설/시/희곡,문학,990
569,"

70.  
",내가 행복한 이유,"그렉 이건 (지은이), 김상훈 (옮긴이) ", 허블 , 2022년 8월,4.5,소설/시/희곡,문학,"12,900"
570,"

71.  
",차라투스트라는 이렇게 말했다,"프리드리히 니체 (지은이), 장희창 (옮긴이) ", 민음사 , 2012년 10월,4.0,소설/시/희곡,문학,"7,700"
571,"

72.  
","오늘 밤, 세계에서 이 눈물이 사라진다 해도","이치조 미사키 (지은이), 김윤경 (옮긴이) ", 모모 , 2022년 8월,5.0,소설/시/희곡,문학,"10,000"
572,"

73.  
",햄릿 (한글+영문판),"윌리엄 셰익스피어 (지은이), 한우리 (옮긴이) ", 더클래식 , 2013년 6월,5.0,소설/시/희곡,문학,990
573,"

74.  
",픽션들,"호르헤 루이스 보르헤스 (지은이), 송병선 (옮긴이) ", 민음사 , 2018년 11월,4.5,소설/시/희곡,문학,"7,700"
574,"

75.  
",삼국지 원전 완역판 1 도원,"요시카와 에이지 (엮은이), 나관중 (원작), 바른번역 (옮긴이) ", 코너스톤 , 2020년 3월,4.5,소설/시/희곡,문학,900
575,"

76.  
",내가 나를 버린 날,"마츠무라 료야 (지은이), 권하영 (옮긴이) ", 북플라자 , 2022년 6월,4.5,소설/시/희곡,문학,"11,000"
576,"

77.  
",여자아이 기억,"아니 에르노 (지은이), 백수린 (옮긴이) ", 레모 , 2022년 12월,5.0,소설/시/희곡,문학,"11,200"
577,"

78.  
",[세트] 모방범 (총3권),"미야베 미유키 (지은이), 양억관 (옮긴이) ", 문학동네 , 2022년 2월,0.0,소설/시/희곡,문학,"29,100"
578,"

79.  
",리스본행 야간열차,"파스칼 메르시어(페터 비에리) (지은이), 전은경 (옮긴이) ", 비채 , 2022년 12월,5.0,소설/시/희곡,문학,"12,600"
579,"

80.  
",혹시 MBTI가 어떻게 되세요?,"정대건, 임현석, 서고운 (지은이) ", 읻다 , 2023년 1월,5.0,소설/시/희곡,문학,"12,000"
580,"

81.  
",선더헤드,"닐 셔스터먼 (지은이), 이수현 (옮긴이) ", 열린책들 , 2023년 1월,5.0,소설/시/희곡,문학,"11,250"
581,"

82.  
",한국추리문학상 황금펜상 수상작품집 : 2022 제16회,"박상민, 한새마, 김세화 (지은이) ", 나비클럽 , 2023년 1월,5.0,소설/시/희곡,문학,"10,500"
582,"

83.  
",1984,"조지 오웰 (지은이), 정회성 (옮긴이) ", 민음사 , 2012년 7월,4.5,소설/시/희곡,문학,"6,650"
583,"

84.  
",지구 끝의 온실,김초엽 (지은이) , 자이언트북스 , 2021년 8월,4.5,소설/시/희곡,문학,"10,500"
584,"

85.  
","오늘 밤, 세계에서 이 사랑이 사라진다 해도","이치조 미사키 (지은이), 권영주 (옮긴이) ", 모모 , 2021년 6월,4.0,소설/시/희곡,문학,"10,000"
585,"

86.  
",자기만의 방 - 더클래식 세계문학 컬렉션,버지니아 울프 (지은이) , 더클래식 , 2017년 8월,4.5,소설/시/희곡,문학,990
586,"

87.  
",프랑켄슈타인 (한글+영문),"메리 셸리 (지은이), 구자언 (옮긴이) ", 미르북컴퍼니 , 2014년 6월,4.0,소설/시/희곡,문학,"1,100"
587,"

88.  
",소년이 온다,한강 (지은이) , 창비 , 2014년 5월,5.0,소설/시/희곡,문학,"9,800"
588,"

89.  
",사람은 무엇으로 사는가 (한글+영문),"레프 니콜라예비치 톨스토이 (지은이), 장영재 (옮긴이) ", 더클래식 , 2012년 7월,4.0,소설/시/희곡,문학,990
589,"

90.  
",이방인 (한글판+영문판),"알베르 카뮈 (지은이), 최헵시바 (옮긴이) ", 더클래식 , 2013년 6월,4.0,소설/시/희곡,문학,990
590,"

91.  
",유령의 마음으로,임선우 (지은이) , 민음사 , 2022년 4월,5.0,소설/시/희곡,문학,"9,100"
591,"

92.  
",채식주의자 (개정판),한강 (지은이) , 창비 , 2022년 3월,4.0,소설/시/희곡,문학,"10,500"
592,"

93.  
",유리탑의 살인,"치넨 미키토 (지은이), 김은모 (옮긴이) ", 리드비 , 2023년 1월,5.0,소설/시/희곡,문학,"11,760"
593,"

94.  
",지킬 박사와 하이드 (한글+영문),로버트 루이스 스티븐슨 (지은이) , 미르북컴퍼니 , 2014년 6월,0.0,소설/시/희곡,문학,990
594,"

95.  
",오셀로 (한글판 + 영문판),"윌리엄 셰익스피어 (지은이), 김민애 (옮긴이) ", 더클래식 , 2015년 1월,0.0,소설/시/희곡,문학,990
595,"

96.  
",아무도 모를 것이다,정보라 (지은이) , 퍼플레인(갈매나무) , 2023년 1월,5.0,소설/시/희곡,문학,"11,900"
596,"

97.  
",백만장자를 위한 공짜 음식 1,"이민진 (지은이), 유소영 (옮긴이) ", 인플루엔셜(주) , 2023년 1월,4.5,소설/시/희곡,문학,"13,500"
597,"

98.  
",흐드러지는 봉황의 색채,"이윤하 (지은이), 조호근 (옮긴이) ", 허블 , 2023년 1월,4.5,소설/시/희곡,문학,"11,200"
598,"

99.  
",모방범 1,"미야베 미유키 (지은이), 양억관 (옮긴이) ", 문학동네 , 2022년 2월,4.5,소설/시/희곡,문학,"8,730"
599,"

100.  
",제5도살장 (그래픽 노블),"커트 보니것 (원작), 앨버트 먼티스 (그림), 라이언 노스 (각색) ", 문학동네 , 2023년 1월,4.5,소설/시/희곡,문학,"15,500"
600,"

1.  
",음식 중독,"마이클 모스 (지은이), 연아람 (옮긴이) ", 민음사 , 2023년 1월,4.5,사회과학,인문,"12,600"
601,"

2.  
",미스터 프레지던트,탁현민 (지은이) , 메디치미디어 , 2023년 2월,5.0,사회과학,인문,"17,600"
602,"

3.  
",사피엔스,"유발 하라리 (지은이), 조현욱 (옮긴이), 이태수 (감수) ", 김영사 , 2023년 1월,4.5,사회과학,인문,"15,750"
603,"

4.  
",공정하다는 착각,"마이클 샌델 (지은이), 함규진 (옮긴이) ", 와이즈베리 , 2020년 11월,4.0,사회과학,인문,"12,600"
604,"

5.  
",왕자님의 연애편지,이경민 (지은이) , 라이스메이커 , 2022년 12월,5.0,사회과학,인문,"12,960"
605,"

6.  
",뉴욕 정신과 의사의 사람 도서관,나종호 (지은이) , 아몬드 , 2022년 5월,4.5,사회과학,인문,"11,850"
606,"

7.  
",중국은 어떻게 실패하는가,"할 브랜즈, 마이클 베클리 (지은이), 김종수 (옮긴이) ", 부키 , 2023년 2월,5.0,사회과학,인문,"14,000"
607,"

8.  
",시장으로 간 성폭력,김보화 (지은이) , 휴머니스트 , 2023년 2월,5.0,사회과학,인문,"14,700"
608,"

9.  
",자미,"오드리 로드 (지은이), 송섬별 (옮긴이) ", 디플롯 , 2023년 2월,5.0,사회과학,인문,"13,500"
609,"

10.  
",정의란 무엇인가,"마이클 샌델 (지은이), 김명철 (옮긴이), 김선욱 (감수) ", 와이즈베리 , 2014년 11월,4.5,사회과학,인문,"10,500"
610,"

11.  
",마가리타 27호,양승채 (지은이) , 다다북스 , 2023년 1월,5.0,사회과학,인문,"5,000"
611,"

12.  
",지리의 힘,"팀 마샬 (지은이), 김미선 (옮긴이) ", 사이 , 2016년 8월,4.0,사회과학,인문,"14,000"
612,"

13.  
",지리의 힘 2,"팀 마샬 (지은이), 김미선 (옮긴이) ", 사이 , 2022년 4월,4.5,사회과학,인문,"16,100"
613,"

14.  
",인간의 흑역사 : 인간의 욕심은 끝이 없고 똑같은 실수를 반복한다,"톰 필립스 (지은이), 홍한결 (옮긴이) ", 윌북 , 2019년 10월,4.5,사회과학,인문,"10,900"
614,"

15.  
",우리는 중독을 사랑해,도우리 (지은이) , 한겨레출판 , 2022년 11월,4.5,사회과학,인문,"12,000"
615,"

16.  
",빈곤 과정,조문영 (지은이) , 글항아리 , 2022년 12월,4.0,사회과학,인문,"18,000"
616,"

17.  
",교사의 말 연습,김성효 (지은이) , 빅피시 , 2023년 1월,5.0,사회과학,인문,"11,760"
617,"

18.  
",고통에 공감한다는 착각,이길보라 (지은이) , 창비 , 2023년 2월,5.0,사회과학,인문,"12,800"
618,"

19.  
",반드시 읽어야 할 사회학 베스트 30,"다케우치 요우 (지은이), 윤경희 (옮긴이) ", 더디퍼런스 , 2023년 2월,0.0,사회과학,인문,"11,500"
619,"

20.  
",군주론,"니콜로 마키아벨리 (지은이), 이시연 (옮긴이) ", 더클래식 , 2018년 11월,4.5,사회과학,인문,"2,200"
620,"

21.  
","사람, 장소, 환대",김현경 (지은이) , 문학과지성사 , 2016년 11월,0.0,사회과학,인문,"11,000"
621,"

22.  
",경제 뉴스가 그렇게 어렵습니까?,이상민 (지은이) , 빨간소금 , 2023년 1월,4.0,사회과학,인문,"10,080"
622,"

23.  
",나는 어떻게 성형미인이 되었나,임소연 (지은이) , 돌베개 , 2022년 12월,5.0,사회과학,인문,"10,500"
623,"

24.  
",전쟁으로 보는 서양사,"살라흐 앗 딘 (지은이), 압둘와헤구루 (그림) ", 부커 , 2023년 2월,4.5,사회과학,인문,"12,000"
624,"

25.  
",최재천의 공부,"최재천, 안희경 (지은이) ", 김영사 , 2022년 5월,4.5,사회과학,인문,"10,400"
625,"

26.  
",영화를 빨리 감기로 보는 사람들,"이나다 도요시 (지은이), 황미숙 (옮긴이) ", 현대지성 , 2022년 11월,5.0,사회과학,인문,"11,000"
626,"

27.  
",공부머리 독서법 : 실현 가능하고 지속 가능한 독서교육의 모든 것,최승필 (지은이) , 책구루 , 2018년 7월,4.5,사회과학,인문,"12,000"
627,"

28.  
","다시, 어떻게 읽을 것인가","나오미 배런 (지은이), 전병근 (옮긴이) ", 어크로스 , 2023년 1월,4.5,사회과학,인문,"14,000"
628,"

29.  
",리추얼의 종말,"한병철 (지은이), 전대호 (옮긴이) ", 김영사 , 2021년 10월,5.0,사회과학,인문,"8,820"
629,"

30.  
",사물의 소멸,"한병철 (지은이), 전대호 (옮긴이) ", 김영사 , 2022년 9월,5.0,사회과학,인문,"11,250"
630,"

31.  
",돌봄과 작업,"홍한별, 정서경, 서유미 (지은이) ", 돌고래 , 2022년 12월,4.5,사회과학,인문,"12,000"
631,"

32.  
",우리가 명함이 없지 일을 안 했냐,경향신문 젠더기획팀 (지은이) , 휴머니스트 , 2023년 1월,5.0,사회과학,인문,"12,600"
632,"

33.  
",허쌤의 학급경영 코칭,테크빌교육(즐거운학교) ,, 2019년 7월,5.0,사회과학,인문,"10,500"
633,"

34.  
",호모 데우스,"유발 하라리 (지은이), 김명주 (옮긴이) ", 김영사 , 2023년 1월,4.5,사회과학,인문,"15,750"
634,"

35.  
",군주론,"니콜로 마키아벨리 (지은이), 김운찬 (옮긴이) ", 현대지성 , 2021년 7월,5.0,사회과학,인문,"4,900"
635,"

36.  
",욕구들,"캐럴라인 냅 (지은이), 정지인 (옮긴이) ", 북하우스 , 2021년 6월,5.0,사회과학,인문,"12,600"
636,"

37.  
",자유론 (개정판),"존 스튜어트 밀 (지은이), 서병훈 (옮긴이) ", 책세상 , 2018년 4월,4.5,사회과학,인문,"8,400"
637,"

38.  
",나는 오늘 나에게 ADHD라는 이름을 주었다,신지수 (지은이) , 휴머니스트 , 2021년 7월,4.0,사회과학,인문,"11,200"
