rank,genre,title,writer,company,date,price,star_content,star_edit
28,소설, eBook    룬의 아이들   데모닉 완전판 8 EPUB                              , 전민희 저                                                            , 14월의책                                        , 2021년 02월                                 ,"8,600원",5,5
29,소설, eBook    룬의 아이들   윈터러 완전판 EPUB  완결                              , 전민희 저 저                                                            , 14월의책                                        , 2019년 09월                                 ,"6,800원",4,4
30,소설, eBook    가재가 노래하는 곳 EPUB  유튜브 김미경 TV 소개도서 20190731                             , 델리아 오언스 저 김선형 역                                                            , 살림출판사                                        , 2019년 06월                                 ,"11,200원",4,4
31,소설, eBook    멋진 신세계 EPUB  tvN 요즘책방 소개도서 4                             , 올더스 헉슬리 저 안정효 역                                                            , 소담출판사                                        , 2018년 06월                                 ,"8,280원",4,3
32,소설, eBook     한글  카이로 단장  일본 BEST 소설 총서 9   미야자와 겐지  EPUB                              , 미야자와 겐지 저    일본통문장번역회 역                                                            , AlbaLux                                        , 2017년 02월                                 ,"1,000원",3,3
33,소설, eBook    이방인  한글판 영문판  EPUB                              , 알베르 까뮈 저                                                            , 더클래식                                        , 2013년 06월                                 ,990원,5,5
34,소설, eBook    인간 실격   세계문학전집 103 EPUB  민음사 세계문학전집 103 세계문학전집 103                             , 다자이 오사무 저                                                            , 민음사                                        , 2012년 10월                                 ,"6,300원",4,4
35,소설, eBook    데미안   세계문학전집 044 EPUB  민음사 세계문학전집 044 세계문학전집 44 tvN 요즘책방 소개도서 12                             , 헤르만 헤세 저                                                            , 민음사                                        , 2020년 12월                                 ,"5,600원",4,4
36,소설, eBook     대여  돌이킬 수 없는 약속 EPUB                              , 야쿠마루 가쿠 저 김성미 역                                                            , 북플라자                                        , 2023년 02월                                 ,"6,000원",0,0
37,소설, eBook    안젤리크 EPUB                              , 기욤 뮈소 저 양영란 역                                                            , 밝은세상                                        , 2023년 01월                                 ,"12,000원",0,0
38,소설, eBook    그림형제 동화 89  공주와 시녀의 한판 대결 EPUB                              , 그림형제 저                                                            , 본투비                                        , 2022년 12월                                 ,"1,000원",0,0
39,소설, eBook    우리가 세상을 이해하길 멈출 때 EPUB                              , 벵하민 라바투트 저 노승영 역                                                            , 문학동네                                        , 2022년 06월                                 ,"12,000원",5,5
40,소설, eBook    작별인사 EPUB                              , 김영하 저                                                            , 복복서가                                        , 2022년 05월                                 ,"10,000원",4,3
41,소설, eBook    삼국지 원전 완역판 10 오장원 EPUB                              , 나관중 원저 요시카와 에이지 편저 바른번역 역                                                            , 코너스톤                                        , 2020년 03월                                 ,900원,0,0
42,소설, eBook    삼국지 원전 완역판 9 출사 EPUB                              , 나관중 원저 요시카와 에이지 편저 바른번역 역                                                            , 코너스톤                                        , 2020년 03월                                 ,900원,0,0
43,소설, eBook    파편 EPUB  완결                              , 홍수연 저                                                            , 파란미디어                                        , 2017년 05월                                 ,"5,000원",4,4
44,소설, eBook    룬의 아이들   데모닉 완전판 4 EPUB                              , 전민희 저                                                            , 14월의책                                        , 2021년 02월                                 ,"8,600원",5,5
45,소설, eBook    룬의 아이들   데모닉 완전판 9  완결  EPUB                              , 전민희 저                                                            , 14월의책                                        , 2021년 02월                                 ,"8,600원",5,5
46,소설, eBook    살인자의 기억법 EPUB                              , 김영하 저                                                            , 복복서가                                        , 2020년 08월                                 ,"7,000원",0,0
47,소설, eBook     세트  책 읽어드립니다  추천도서 단테의 신곡  총2권  tvN 요즘책방 소개도서 5                             , 단테 알리기에리 저                                                            , 더클래식                                        , 2019년 10월                                 ,"2,980원",4,4
48,소설, eBook    대도시의 사랑법 EPUB                              , 박상영 저                                                            , 창비                                        , 2019년 07월                                 ,"9,800원",4,4
49,소설, eBook     한글  첼리스트 고슈  일본 BEST 소설 총서 8   미야자와 겐지  EPUB                              , 미야자와 겐지 저    일본통문장번역회 역                                                            , AlbaLux                                        , 2017년 02월                                 ,"1,000원",4,4
50,소설, eBook    단순한 열정 EPUB  세계문학전집 99                             , 아니 에르노 저   최정수 역                                                            , 문학동네                                        , 2016년 12월                                 ,"7,000원",3,4
51,소설, eBook    데미안  한글판  010 EPUB   eBook  더클래식 세계문학 컬렉션  10                             , 헤르만 헤세 저                                                            , 미르북컴퍼니                                        , 2012년 10월                                 ,900원,4,4
52,소설, eBook     분권  눈물을 마시는 새 08부 EPUB                              , 이영도 저                                                            , 황금가지                                        , 2012년 07월                                 ,"2,000원",4,4
53,소설, eBook     분권  눈물을 마시는 새 02부 EPUB                              , 이영도 저                                                            , 황금가지                                        , 2012년 07월                                 ,"2,000원",4,4
54,소설, eBook    제5도살장   그래픽노블 PDF                              , 커트 보니것 원저 라이언 노스 글 앨버트 먼티스 그림 공보경 역                                                            , 문학동네                                        , 2023년 01월                                 ,"15,500원",0,0
55,소설, eBook    차 한 잔 마시고 갈래요  세계문학 단편소설 EPUB                              , 캐서린 맨스필드 저                                                            , 본투비                                        , 2023년 02월                                 ,"1,000원",5,5
56,소설, eBook     특가세트  미야베 미유키 미스터리 세트 , 미야베 미유키 저                                                            , 문학동네                                        , 2023년 02월                                 ,"50,040원",4,4
57,소설, eBook    알렉산더 울콧 환상문학 단편선   사라진 여인  다섯 길 깊이  월광 소나타  바톤핑크 환상문학 서클 025 EPUB                              , 알렉산더 울콧 저                                                            , 바톤핑크                                        , 2023년 02월                                 ,"1,000원",0,0
58,소설, eBook    검은 선장   셜록 홈즈   Mystr 컬렉션 제336권 EPUB                              , 아서 코난 도일 저                                                            , 위즈덤커넥트                                        , 2023년 01월                                 ,"2,000원",4,4
59,소설, eBook    원청   잃어버린 도시 EPUB                              , 위화 저 문현선 역                                                            , 푸른숲                                        , 2022년 12월                                 ,"15,700원",0,0
60,소설, eBook    쿼런틴 EPUB                              , 그렉 이건 저 김상훈 역                                                            , 허블                                        , 2022년 12월                                 ,"12,250원",0,0
61,소설, eBook    죄와 벌   한국문학 컬렉션 27 EPUB                              , 김동인 저                                                            , 북소사이어티                                        , 2022년 11월                                 ,"1,000원",0,0
62,소설, eBook    외사랑 EPUB                              , 히가시노 게이고 저 민경욱 역                                                            , 소미북스                                        , 2022년 10월                                 ,"12,500원",0,0
63,소설, eBook    가녀장의 시대 EPUB                              , 이슬아 저                                                            , 이야기장수                                        , 2022년 10월                                 ,"10,500원",5,5
64,소설, eBook    파친코 2 EPUB                              , 이민진 저 신승미 역                                                            , 인플루엔셜                                        , 2022년 10월                                 ,"12,500원",4,4
65,소설, eBook    십각관의 살인 EPUB  아야츠지 유키토의 관 시리즈                             , 아야츠지 유키토 저 양억관 역                                                            , 한즈미디어                                        , 2022년 08월                                 ,"8,500원",5,5
66,소설, eBook     대여  누이동생을 따라   꼭 읽어야 할 한국 대표 소설 166 EPUB                              , 최서해 저                                                            , 더플래닛                                        , 2022년 04월                                 ,100원,4,4
67,소설, eBook    오늘 밤  세계에서 이 눈물이 사라진다 해도 EPUB                              , 이치조 미사키 저 김윤경 역                                                            , 모모                                        , 2022년 07월                                 ,"10,000원",5,5
68,소설, eBook    미키7   MICKEY 7 EPUB                              , 에드워드 애슈턴 저                                                            , 황금가지                                        , 2022년 07월                                 ,"9,450원",4,4
69,소설, eBook    나의 라임 오렌지나무 EPUB                              , J M  바스콘셀로스 저                                                            , 동녘                                        , 2022년 06월                                 ,"9,100원",5,5
70,소설, eBook    민음사 세계문학전집 1 400 카탈로그 PDF                              , 민음사 저                                                            , 민음사                                        , 2022년 05월                                 ,"2,000원",0,0
71,소설, eBook    삼국지 원전 완역판 5 공명 EPUB                              , 나관중 원저 요시카와 에이지 편저 바른번역 역                                                            , 코너스톤                                        , 2020년 03월                                 ,900원,0,0
72,소설, eBook    테라피스트 EPUB                              , B  A  패리스 저                                                            , 모모                                        , 2021년 12월                                 ,"11,200원",4,4
73,소설, eBook    비하인드 도어 EPUB                              , B  A  패리스 저 이수영 역                                                            , 모모                                        , 2021년 12월                                 ,"10,500원",0,0
74,소설, eBook    아홉수 가위 EPUB                              , 범유진 저                                                            , 안전가옥                                        , 2021년 11월                                 ,"6,300원",4,4
75,소설, eBook    이효석   노령근해   한국문학전집 233 EPUB                              , 이효석 저                                                            , 9의예술                                        , 2021년 07월                                 ,"1,000원",5,5
