yes24_rank,title,yes24_writer,yes24_company,yes24_date,yes24_price,yes24_star_content,yes24_star_edit,yes24_gener,sm_gener
90,      코바늘 미니어처   작고 앙증맞은 코바늘 미니 소품 갤러리                                , 부티크사 저   김수연 역   에이니트 스튜디오 김원  감수                                                            , 싸이프레스                                        , 2022년 06월                                 ,"7,500원",0,0,건강 취미 여행,가정/생활
91,      가려워서 미치겠어요                                , 정진호 저                                                            , 해냄출판사                                        , 2022년 08월                                 ,"10,500원",0,0,건강 취미 여행,가정/생활
92,      남프랑스 홀리데이 2022 2023 최신판                                 , 맹지나 저                                                            , 꿈의지도                                        , 2022년 08월                                 ,"11,000원",0,0,건강 취미 여행,가정/생활
93,      핏블리의 다이어트 식단 전략집                                , 핏블리 문석기  조은비 저                                                            , 비타북스 VITABOOKS                                         , 2022년 07월                                 ,"11,900원",4,4,건강 취미 여행,가정/생활
94,      미국 서부 셀프트래블  22 23 최신판                                 , 조은정 저                                                            , 상상출판                                        , 2022년 06월                                 ,"12,600원",0,0,건강 취미 여행,가정/생활
95,      무작정 따라하기 하와이 2022 2023 개정판                                 , 박재서 저                                                            , 길벗                                        , 2022년 05월                                 ,"15,400원",5,5,건강 취미 여행,가정/생활
96,      죽기 전에 일자 다리가 소원입니다                                , 고민정 저                                                            , 캐스팅북스                                        , 2022년 05월                                 ,"8,910원",0,0,건강 취미 여행,가정/생활
97,       대여  세상에 맛있는 와인이 너무 많아서   언제 마실까  초보자를 위한 와인 추천 43                                , 와인디렉터 양갱 저                                                            , 21세기북스                                        , 2022년 01월                                 ,"6,400원",0,0,건강 취미 여행,가정/생활
98,      벤 호건 골프의 기본   전설의 골퍼가 남긴 위대한 레슨 5                                , 벤 호건 허버트 워런 윈드 저 앤서니 라비엘리 그림 김일민 역                                                            , 한국경제신문사 한경비피                                         , 2022년 03월                                 ,"16,000원",0,0,건강 취미 여행,가정/생활
99,      일상을 담는 아이패드 드로잉   작은 그림부터 풍경 일러스트까지 4주간의 다정한 그림 수업                                , 이이오 저                                                            , 한빛라이프                                        , 2022년 03월                                 ,"14,400원",0,0,건강 취미 여행,가정/생활
100,      김대리의 쉽게 뜨는 요즘 니트   매일 입고 싶은 20가지 손뜨개 옷과 소품                                , 김대리 바늘이야기  저                                                            , 웅진리빙하우스                                        , 2022년 01월                                 ,"13,800원",4,4,건강 취미 여행,가정/생활
1,      긴긴밤   제21회 문학동네어린이문학상 대상 수상작                                , 루리 글 그림 저                                                            , 문학동네                                        , 2021년 05월                                 ,"8,100원",5,4,어린이 유아,가정/생활
2,      English 900 1  통문장 암기학습  기초회화 전면개정판    통문장 암기학습 기초회화 m    YES24 iOS  안드로이드 뷰어에서만 이용할 수 있습니다                               , Edwin T  Cornelius  Jr  저                                                            , YBM 와이비엠                                         , 2017년 02월                                 ,"9,100원",0,0,어린이 유아,가정/생활
3,      읽어주는 동화책 008  엄마가 보낸 유에프오                                , 파파곰 저                                                            , 유페이퍼                                        , 2021년 05월                                 ,"1,000원",4,4,어린이 유아,가정/생활
4,      고정욱 선생님이 들려주는 다정한 말  단단한 말                                , 고정욱 글 릴리아 그림                                                            ,  주 우리학교                                        , 2022년 12월                                 ,"10,850원",0,0,어린이 유아,가정/생활
5,      배정원 교수의 십 대를 위한 자존감 성교육                                , 배정원 저                                                            , 김영사                                        , 2022년 12월                                 ,"9,900원",0,0,어린이 유아,가정/생활
6,      레이첼 카슨  침묵의 봄을 깨우다                                , 강성은 글 민승지 그림 이수종 감수                                                            , 천개의바람                                        , 2022년 12월                                 ,"9,100원",0,0,어린이 유아,가정/생활
7,      화해 대작전                                , 이명랑 글 나오미양 그림                                                            , 위즈덤하우스                                        , 2022년 09월                                 ,"8,400원",0,0,어린이 유아,가정/생활
8,      백 번 산 고양이 백꼬선생 1 수상한 오두막   수상한 오두막                                , 정연철 글 오승민 그림                                                            ,  주 우리학교                                        , 2022년 09월                                 ,"9,100원",0,0,어린이 유아,가정/생활
9,      역사스페셜 3  전쟁의 시대 청동기 고인돌 마을   전쟁의 시대                                , 최향미 글                                                            , 한솔수북                                        , 2021년 02월                                 ,"6,400원",0,0,어린이 유아,가정/생활
10,      역사스페셜 2  새로운 문명의 시대 신석기 마을 고래사냥   새로운 문명의 시대                                , 정종숙 글 오승민 그림                                                            , 한솔수북                                        , 2021년 02월                                 ,"6,400원",0,0,어린이 유아,가정/생활
11,      어린이 세계의 동화14   알리바바와 40명의 도둑 외 2편                                , 계몽사 저                                                            , 계몽사                                        , 2021년 11월                                 ,"7,000원",0,0,어린이 유아,가정/생활
12,      우리들의 MBTI   나의 성격을 이해하고 더 멋진 내가 되는                                , 전판교 조수연 글 소윤 그림                                                            , 다산어린이                                        , 2022년 03월                                 ,"9,800원",0,0,어린이 유아,가정/생활
13,      비밀 소원                                , 김다노 글 이윤희 그림                                                            , 사계절                                        , 2021년 01월                                 ,"8,400원",0,0,어린이 유아,가정/생활
14,      꼬마 흡혈귀 11권   비밀 치료 프로그램                                 , 앙겔라 좀머 보덴부르크 글 파키나미 그림 이은주 역                                                            , 거북이북스                                        , 2021년 01월                                 ,"7,800원",5,5,어린이 유아,가정/생활
15,      바람을 품은 집  장경판전                                , 조경희 글 김태현 그림                                                            , 개암나무                                        , 2021년 01월                                 ,"7,700원",0,0,어린이 유아,가정/생활
16,      이상한 과자 가게 전천당 4                                , 히로시마 레이코 글   쟈쟈 그림   김정화 역                                                            , 길벗스쿨                                        , 2020년 12월                                 ,"9,600원",0,0,어린이 유아,가정/생활
17,      치킨   맛있는 어린이 인문학 15   공장식 축산에 관한 그림책                                , 프랑수아즈 로랑 글 니콜라 구니 그림 김영미 역                                                            , 내인생의책                                        , 2019년 10월                                 ,"9,600원",0,0,어린이 유아,가정/생활
18,      파닉스가 아니라 발음기호가 정답이다   영어 읽는 방법이 영어단어 잘 외우는 법과 영어 잘하는 방법 첫걸음                                 , 정용재 글                                                            , 한글영어                                        , 2018년 10월                                 ,"5,400원",0,0,어린이 유아,가정/생활
19,      마지막 왕자                                , 강숙인 저                                                            , 푸른책들                                        , 2018년 10월                                 ,"9,000원",0,0,어린이 유아,가정/생활
20,      중학생이 꼭 알아야 하는 필수 영문법                                , ANDA KIM 저                                                            , 안다디퓨저                                        , 2018년 09월                                 ,"11,500원",0,0,어린이 유아,가정/생활
21,      중학생이 꼭 알아야 하는 필수 영문법 실전문제 총정리모의고사                                , ANDA KIM 저                                                            , 안다디퓨저                                        , 2018년 09월                                 ,"5,500원",0,0,어린이 유아,가정/생활
22,      꼬마 니콜라의 골칫거리   꼬마 니콜라 시리즈 05                                , 르네 고시니 글 장자크 상페 그림                                                            , 문학동네                                        , 2018년 08월                                 ,"7,700원",5,5,어린이 유아,가정/생활
23,      꼬마 니콜라와 친구들   꼬마 니콜라 시리즈 04                                , 르네 고시니 글 장자크 상페 그림                                                            , 문학동네                                        , 2018년 08월                                 ,"7,700원",0,0,어린이 유아,가정/생활
24,      꼬마 니콜라의 여름방학   꼬마 니콜라 시리즈 03                                , 르네 고시니 글 장자크 상페 그림                                                            , 문학동네                                        , 2018년 08월                                 ,"7,700원",0,0,어린이 유아,가정/생활
25,      꼬마 니콜라의 쉬는 시간   꼬마 니콜라 시리즈 02                                , 르네 고시니 글 장자크 상페 그림 최정수 역                                                            , 문학동네                                        , 2018년 08월                                 ,"7,700원",0,0,어린이 유아,가정/생활
26,      꼬마 니콜라   꼬마 니콜라 시리즈 01                                , 르네 고시니 글 장자크 상페 그림                                                            , 문학동네                                        , 2018년 08월                                 ,"7,700원",0,0,어린이 유아,가정/생활
27,      미녀와 야수  Beauty and the Beast    3가지 스토리텔링으로 읽는 영어원서  일러스트 삽화                                 , 샤를 페로  Charles Perrault 외 2명 저                                                            , 북메이커                                        , 2017년 07월                                 ,"1,000원",5,5,어린이 유아,가정/생활
28,      읽어주는 동화책 005  비누 공주                                , 파파곰 저                                                            , 유페이퍼                                        , 2021년 05월                                 ,"1,000원",4,4,어린이 유아,가정/생활
29,      피터 래빗 이야기 2  한글판 영문판    한글판 영문판                                , 베아트릭스 포터 저                                                            , 더클래식                                        , 2016년 08월                                 ,"1,100원",4,4,어린이 유아,가정/생활
30,      수상한 아파트                                , 박현숙 글                                                            , 북멘토                                        , 2016년 07월                                 ,"8,800원",0,0,어린이 유아,가정/생활
31,      우리 조상들의 일생 의례 이야기                                , 이철 글   원성현 그림                                                            , 리젬                                        , 2016년 06월                                 ,"8,100원",0,0,어린이 유아,가정/생활
32,      케일리가 들려주는 도형의 이동 이야기    수학자가 들려주는 수학 이야기 080                             , 전현정 저                                                            , 자음과모음                                        , 2016년 04월                                 ,"5,500원",0,0,어린이 유아,가정/생활
33,      데카르트가 들려주는 좌표 이야기    수학자가 들려주는 수학 이야기 020                             , 김승태 저                                                            , 자음과모음                                        , 2016년 04월                                 ,"5,500원",0,0,어린이 유아,가정/생활
34,      피터래빗 이야기 1  한글판 영문판                                 , 베아트릭스 포터 저 구자언 역                                                            , 더클래식                                        , 2015년 12월                                 ,"1,100원",4,4,어린이 유아,가정/생활
35,      세상을 발칵 뒤집은 어린이 로스쿨   사고력과 논리력을 키우는 법정 체험   사고력과 논리력을 키우는 법정 체험                                , 유재원 배정진 글   이윤정 그림                                                            , 아울북                                        , 2014년 07월                                 ,"12,000원",0,0,어린이 유아,가정/생활
36,      해리엇   보름달문고 45   175년 동안 바다를 품고 살았던 갈라파고스 거북 이야기    보름달문고 45                             , 한윤섭 글 서영아 그림                                                            , 문학동네어린이                                        , 2013년 10월                                 ,"7,700원",0,0,어린이 유아,가정/생활
37,      중학생이 꼭 알아야 하는 필수 영문법 실전문제 총정리모의고사                                , ANDA KIM 저                                                            , 안다디퓨저                                        , 2018년 09월                                 ,"5,500원",0,0,어린이 유아,가정/생활
38,      꼬마 니콜라의 골칫거리   꼬마 니콜라 시리즈 05                                , 르네 고시니 글 장자크 상페 그림                                                            , 문학동네                                        , 2018년 08월                                 ,"7,700원",5,5,어린이 유아,가정/생활
39,      꼬마 니콜라와 친구들   꼬마 니콜라 시리즈 04                                , 르네 고시니 글 장자크 상페 그림                                                            , 문학동네                                        , 2018년 08월                                 ,"7,700원",0,0,어린이 유아,가정/생활
40,      꼬마 니콜라의 여름방학   꼬마 니콜라 시리즈 03                                , 르네 고시니 글 장자크 상페 그림                                                            , 문학동네                                        , 2018년 08월                                 ,"7,700원",0,0,어린이 유아,가정/생활
41,      꼬마 니콜라의 쉬는 시간   꼬마 니콜라 시리즈 02                                , 르네 고시니 글 장자크 상페 그림 최정수 역                                                            , 문학동네                                        , 2018년 08월                                 ,"7,700원",0,0,어린이 유아,가정/생활
42,      꼬마 니콜라   꼬마 니콜라 시리즈 01                                , 르네 고시니 글 장자크 상페 그림                                                            , 문학동네                                        , 2018년 08월                                 ,"7,700원",0,0,어린이 유아,가정/생활
43,      미녀와 야수  Beauty and the Beast    3가지 스토리텔링으로 읽는 영어원서  일러스트 삽화                                 , 샤를 페로  Charles Perrault 외 2명 저                                                            , 북메이커                                        , 2017년 07월                                 ,"1,000원",5,5,어린이 유아,가정/생활
44,      읽어주는 동화책 005  비누 공주                                , 파파곰 저                                                            , 유페이퍼                                        , 2021년 05월                                 ,"1,000원",4,4,어린이 유아,가정/생활
45,      피터 래빗 이야기 2  한글판 영문판    한글판 영문판                                , 베아트릭스 포터 저                                                            , 더클래식                                        , 2016년 08월                                 ,"1,100원",4,4,어린이 유아,가정/생활
46,      수상한 아파트                                , 박현숙 글                                                            , 북멘토                                        , 2016년 07월                                 ,"8,800원",0,0,어린이 유아,가정/생활
47,      우리 조상들의 일생 의례 이야기                                , 이철 글   원성현 그림                                                            , 리젬                                        , 2016년 06월                                 ,"8,100원",0,0,어린이 유아,가정/생활
48,      케일리가 들려주는 도형의 이동 이야기    수학자가 들려주는 수학 이야기 080                             , 전현정 저                                                            , 자음과모음                                        , 2016년 04월                                 ,"5,500원",0,0,어린이 유아,가정/생활
49,      데카르트가 들려주는 좌표 이야기    수학자가 들려주는 수학 이야기 020                             , 김승태 저                                                            , 자음과모음                                        , 2016년 04월                                 ,"5,500원",0,0,어린이 유아,가정/생활
50,      피터래빗 이야기 1  한글판 영문판                                 , 베아트릭스 포터 저 구자언 역                                                            , 더클래식                                        , 2015년 12월                                 ,"1,100원",4,4,어린이 유아,가정/생활
51,      세상을 발칵 뒤집은 어린이 로스쿨   사고력과 논리력을 키우는 법정 체험   사고력과 논리력을 키우는 법정 체험                                , 유재원 배정진 글   이윤정 그림                                                            , 아울북                                        , 2014년 07월                                 ,"12,000원",0,0,어린이 유아,가정/생활
52,      해리엇   보름달문고 45   175년 동안 바다를 품고 살았던 갈라파고스 거북 이야기    보름달문고 45                             , 한윤섭 글 서영아 그림                                                            , 문학동네어린이                                        , 2013년 10월                                 ,"7,700원",0,0,어린이 유아,가정/생활
1,      아몬드   2020 일본 서점대상 번역소설상 수상작                                , 손원평 저                                                            , 창비                                        , 2017년 03월                                 ,"8,400원",4,4,청소년,가정/생활
2,       필독서 따라잡기  정신현상학  G W E 헤겔         필독서 따라잡기                             , 베리타스알파 편집국 저                                                            , 베리타스알파                                        , 2016년 04월                                 ,"1,000원",4,4,청소년,가정/생활
3,      난장이가 쏘아올린 작은 공 조세희         필독서 따라잡기                             , 베리타스알파 편집국 저                                                            , 베리타스알파                                        , 2012년 03월                                 ,"1,000원",4,4,청소년,가정/생활
4,      AI는 인문학을 먹고 산다   인문학으로 인공지능 시대를 주도하라                                , 한지우 저                                                            , 미디어숲                                        , 2021년 11월                                 ,"11,060원",0,0,청소년,가정/생활
5,      기다렸어  이런 음악 수업   음악실에서 만나는 과학 수학 사회 역사 문학                                , 조현영 저                                                            , 다른                                        , 2022년 10월                                 ,"10,150원",0,0,청소년,가정/생활
6,      단락이론   단락을 꿰뚫는 2가지 원리                                 , 박상준 저                                                            , 잉글리시비주얼                                        , 2022년 10월                                 ,"16,200원",0,0,청소년,가정/생활
7,      2023 합격하는 의대 인적성 면접 MMI 실전분석   2022학년도 최신 기출 복원문제 수록                                , 이종만 최영득 편저                                                            , 시대교육                                        , 2022년 11월                                 ,"16,800원",0,0,청소년,가정/생활
8,      옥춘당                                , 고정순 글그림                                                            , 길벗어린이                                        , 2022년 08월                                 ,"9,100원",0,0,청소년,가정/생활
9,      이런 철학이라면 방황하지 않을 텐데   단단한 삶을 위한 철학 수업                                , 서정욱 저                                                            , 보누스                                        , 2022년 06월                                 ,"10,800원",0,0,청소년,가정/생활
10,      인지심리학은 처음이지                                 , 김경일 김태훈 이윤형 저                                                            , 북멘토                                        , 2022년 05월                                 ,"12,000원",0,0,청소년,가정/생활
11,      청소년을 위한 정치학 대안 교과서                                , 오경섭 고민희 신상범 이성우 길정아 김현진 박상영 한국정치학회 조석주 이경민 저 외 11명                                                                                정보 더 보기 감추기     오경섭 고민희 신상범 이성우 길정아 김현진 박상영 한국정치학회 조석주 이경민 김영순 차태서 김주형 지병근 김태형 김헌준 이용욱 송태은 김남국 방상근 김경희                                                                , 이학사                                        , 2022년 05월                                 ,"14,000원",0,0,청소년,가정/생활
12,       대여  달력으로 배우는 지구환경 수업   세계 51가지 기념일로 쉽게 시작하는 환경 인문학                                , 최원형 저                                                            , 블랙피쉬                                        , 2021년 10월                                 ,"5,250원",0,0,청소년,가정/생활
13,      훌훌   제12회 문학동네청소년문학상 대상 수상작                                , 문경민 저                                                            , 문학동네                                        , 2022년 02월                                 ,"8,800원",0,0,청소년,가정/생활
14,      1등급 공부법   내신 수능 1등급 우등생들의 특급 공부 비법                                , 신영환 저                                                            , 서사원                                        , 2021년 12월                                 ,"13,000원",0,0,청소년,가정/생활
15,      1일 1단어 1분으로 끝내는 경제공부                                , 태지원 저                                                            , 글담                                        , 2021년 12월                                 ,"11,200원",0,0,청소년,가정/생활
16,      죽이고 싶은 아이                                , 이꽃님 저                                                            ,  주 우리학교                                        , 2021년 08월                                 ,"8,750원",4,4,청소년,가정/생활
17,      궤도의 밖에서  나의 룸메이트에게                                , 전삼혜 저                                                            , 문학동네                                        , 2021년 06월                                 ,"8,100원",0,0,청소년,가정/생활
18,      주머니 속의 고래                                , 이금이 저                                                            , 밤티                                        , 2021년 05월                                 ,"9,100원",0,0,청소년,가정/생활
19,      세상의 모든 국제학교                                , 이원중 이인호 공저                                                            , 씨아이알 CIR                                         , 2020년 11월                                 ,"16,100원",0,0,청소년,가정/생활
20,      조선가인살롱                                , 신현수 저                                                            , 이지북                                        , 2021년 01월                                 ,"9,100원",0,0,청소년,가정/생활
21,      열다섯  그럴 나이                                , 탁경은 범유진 나윤아 우다영 이선주 저                                                            , 우리학교                                        , 2020년 12월                                 ,"9,100원",0,0,청소년,가정/생활
22,      전교 꼴찌  270일 만에 의대생이 된 공부 비법   동기부여의 힘으로 0 1  가능성에 도전하다                                , 김현수 저                                                            , 북스고                                        , 2019년 11월                                 ,"11,200원",4,4,청소년,가정/생활
23,      10대를 위한 재미있는 경제 특강                                , 조준현 저                                                            , 움직이는서재                                        , 2015년 09월                                 ,"6,250원",0,0,청소년,가정/생활
24,      세계화  무엇이 문제일까    청소년이 꼭 읽어야 할 사회교양 01                                , 최배근 저                                                            , 동아엠앤비                                        , 2017년 08월                                 ,"9,100원",0,0,청소년,가정/생활
25,      과학 교과서  영화에 딴지 걸다                                , 이재진 저   한문정 김현빈 전경아 감수 저                                                            , 푸른숲주니어                                        , 2004년 07월                                 ,"9,000원",0,0,청소년,가정/생활
26,      아빠  나를 죽이지 마세요   책콩 청소년 05    책콩 청소년                             , 테리 트루먼 저   천미나 역                                                            , 책과콩나무                                        , 2016년 10월                                 ,"6,860원",0,0,청소년,가정/생활
27,       필독서 따라잡기  아웃라이어  말콤 글래드웰         필독서 따라잡기                             , 베리타스알파 편집국 저                                                            , 베리타스알파                                        , 2016년 08월                                 ,"1,000원",4,4,청소년,가정/생활
28,      철학통조림 달콤한 맛   도덕을 위한                                , 김용규 저 이우일 그림                                                            , 주니어김영사                                        , 2016년 05월                                 ,"6,000원",5,5,청소년,가정/생활
29,      수학을 국어처럼   곱셈공식과 항등식  조립제법                                , 장창훈 저                                                            , 서울문학사                                        , 2016년 04월                                 ,"1,000원",4,4,청소년,가정/생활
30,      마르틴 부버가 들려주는 만남 이야기    철학자가 들려주는 철학 이야기 092                             , 김선욱 저                                                            , 자음과모음                                        , 2016년 04월                                 ,"5,500원",0,0,청소년,가정/생활
31,       필독서 따라잡기  성장의 한계  도넬라 H  메도즈  데니스 L  메도즈  요르겐 랜더스         필독서 따라잡기                             , 베리타스알파 편집국 저                                                            , 베리타스알파                                        , 2016년 03월                                 ,"1,000원",4,4,청소년,가정/생활
32,       필독서 따라잡기  삶의 격   존엄성을 지키며 살아가는 방법  페터 비에리         필독서 따라잡기                             , 베리타스알파 편집국 저                                                            , 베리타스알파                                        , 2015년 07월                                 ,"1,000원",4,4,청소년,가정/생활
33,       필독서 따라잡기  도덕적 인간과 비도덕적 사회  라인홀드 니버         필독서 따라잡기                             , 베리타스알파 저                                                            , 베리타스알파                                        , 2015년 03월                                 ,"1,000원",4,4,청소년,가정/생활
34,       필독서 따라잡기  생각의 지도  리처드 니스벳         필독서 따라잡기                             , 베리타스알파 저                                                            , 베리타스알파                                        , 2015년 02월                                 ,"1,000원",4,4,청소년,가정/생활
35,       필독서 따라잡기  자본주의와 자유 밀턴 프리드먼         필독서 따라잡기                             , 베리타스알파 편집국 저                                                            , 베리타스알파                                        , 2014년 05월                                 ,"1,000원",4,3,청소년,가정/생활
36,      사씨남정기 서포만필        사르비아총서                             ,                                  김만중 저   전규택 역                                                            , 범우사                                        , 2013년 03월                                 ,"3,600원",0,0,청소년,가정/생활
37,      과학 혁명의 구조 토머스 S  쿤         필독서 따라잡기                             , 베리타스알파 편집국 저                                                            , 베리타스알파                                        , 2012년 03월                                 ,"1,000원",3,3,청소년,가정/생활
38,      열다섯  그럴 나이                                , 이선주 우다영 나윤아 범유진 탁경은 저                                                            , 우리학교                                        , 2020년 12월                                 ,"9,100원",0,0,청소년,가정/생활
39,      전교 꼴찌  270일 만에 의대생이 된 공부 비법   동기부여의 힘으로 0 1  가능성에 도전하다                                , 김현수 저                                                            , 북스고                                        , 2019년 11월                                 ,"11,200원",4,4,청소년,가정/생활
40,      10대를 위한 재미있는 경제 특강                                , 조준현 저                                                            , 움직이는서재                                        , 2015년 09월                                 ,"6,250원",0,0,청소년,가정/생활
41,      세계화  무엇이 문제일까    청소년이 꼭 읽어야 할 사회교양 01                                , 최배근 저                                                            , 동아엠앤비                                        , 2017년 08월                                 ,"9,100원",0,0,청소년,가정/생활
42,      과학 교과서  영화에 딴지 걸다                                , 이재진 저   한문정 김현빈 전경아 감수 저                                                            , 푸른숲주니어                                        , 2004년 07월                                 ,"9,000원",0,0,청소년,가정/생활
43,      아빠  나를 죽이지 마세요   책콩 청소년 05    책콩 청소년                             , 테리 트루먼 저   천미나 역                                                            , 책과콩나무                                        , 2016년 10월                                 ,"6,860원",0,0,청소년,가정/생활
44,       필독서 따라잡기  아웃라이어  말콤 글래드웰         필독서 따라잡기                             , 베리타스알파 편집국 저                                                            , 베리타스알파                                        , 2016년 08월                                 ,"1,000원",4,4,청소년,가정/생활
45,      철학통조림 달콤한 맛   도덕을 위한                                , 김용규 저 이우일 그림                                                            , 주니어김영사                                        , 2016년 05월                                 ,"6,000원",5,5,청소년,가정/생활
46,      수학을 국어처럼   곱셈공식과 항등식  조립제법                                , 장창훈 저                                                            , 서울문학사                                        , 2016년 04월                                 ,"1,000원",4,4,청소년,가정/생활
47,      마르틴 부버가 들려주는 만남 이야기    철학자가 들려주는 철학 이야기 092                             , 김선욱 저                                                            , 자음과모음                                        , 2016년 04월                                 ,"5,500원",0,0,청소년,가정/생활
48,       필독서 따라잡기  성장의 한계  도넬라 H  메도즈  데니스 L  메도즈  요르겐 랜더스         필독서 따라잡기                             , 베리타스알파 편집국 저                                                            , 베리타스알파                                        , 2016년 03월                                 ,"1,000원",4,4,청소년,가정/생활
49,       필독서 따라잡기  삶의 격   존엄성을 지키며 살아가는 방법  페터 비에리         필독서 따라잡기                             , 베리타스알파 편집국 저                                                            , 베리타스알파                                        , 2015년 07월                                 ,"1,000원",4,4,청소년,가정/생활
50,       필독서 따라잡기  도덕적 인간과 비도덕적 사회  라인홀드 니버         필독서 따라잡기                             , 베리타스알파 저                                                            , 베리타스알파                                        , 2015년 03월                                 ,"1,000원",4,4,청소년,가정/생활
51,       필독서 따라잡기  생각의 지도  리처드 니스벳         필독서 따라잡기                             , 베리타스알파 저                                                            , 베리타스알파                                        , 2015년 02월                                 ,"1,000원",4,4,청소년,가정/생활
52,       필독서 따라잡기  자본주의와 자유 밀턴 프리드먼         필독서 따라잡기                             , 베리타스알파 편집국 저                                                            , 베리타스알파                                        , 2014년 05월                                 ,"1,000원",4,3,청소년,가정/생활
53,      사씨남정기 서포만필        사르비아총서                             ,                                  김만중 저   전규택 역                                                            , 범우사                                        , 2013년 03월                                 ,"3,600원",0,0,청소년,가정/생활
54,      과학 혁명의 구조 토머스 S  쿤         필독서 따라잡기                             , 베리타스알파 편집국 저                                                            , 베리타스알파                                        , 2012년 03월                                 ,"1,000원",3,3,청소년,가정/생활
1,      키위엔 영어회화 하루 5분의 기적   기초도 3개월이면 회화가 되는 특허 받은 영어 학습법                                , 박강준 저                                                            , 키위엔                                        , 2022년 12월                                 ,"13,650원",0,0,국어 외국어,외국어
2,      진짜 미국 영어 2023년 2월호                                ,                                  김교포  로라                                                            , 동아출판                                        , 2023년 01월                                 ,"6,400원",5,5,국어 외국어,외국어
3,      EASY ENGLISH 2023년 2월호                                ,                                  김태연                                                            , 동아출판                                        , 2023년 01월                                 ,"6,400원",4,4,국어 외국어,외국어
4,      거의 모든 일상 표현의 영어                                , 케빈 강 해나 변 저                                                            , 사람in                                        , 2022년 11월                                 ,"11,900원",5,5,국어 외국어,외국어
5,      매일쓰는 미국 영어 회화 100 원어민 100인 선정    원어민 100인 선정                                 , 룩룩잉글리쉬 저                                                            , 넥서스                                        , 2020년 05월                                 ,"8,700원",5,5,국어 외국어,외국어
6,      정재현 지텔프 보카 Level 2                                , 정재현 저                                                            , 넥서스                                        , 2023년 02월                                 ,"9,100원",0,0,국어 외국어,외국어
7,      EASY WRITING 2023년 2월호                                ,                                  마스터유진                                                            , 동아출판                                        , 2023년 01월                                 ,"8,000원",0,0,국어 외국어,외국어
8,      START ENGLISH 2023년 2월호                                ,                                  이보영                                                            , 동아출판                                        , 2023년 01월                                 ,"6,400원",0,0,국어 외국어,외국어
9,      입이 트이는 영어 2023년 2월호                                ,                                  이현석                                                            , 동아출판                                        , 2023년 01월                                 ,"8,800원",5,5,국어 외국어,외국어
10,       epub3 0 영어 회화 핵심패턴 233  2023개정판    3 0   크레마 터치  PC  크레마원 기본뷰어 이용불가                              , 백선엽 저                                                            , 길벗이지톡                                        , 2023년 01월                                 ,"14,400원",5,5,국어 외국어,외국어
11,      해커스 토익 실전 1000제 1 LISTENING 문제집   최신기출유형 100  반영                                , 해커스 어학연구소 저                                                            , 해커스어학연구소                                        , 2023년 01월                                 ,"9,520원",5,5,국어 외국어,외국어
