rank,genre,title,writer,company,date,price,star_content,star_edit
51,IT 모발일, eBook    파이썬을 활용한 금융 분석   파이썬의 기초부터 금융공학  머신러닝  퀀트 분석  매매 시스템 구현까지 PDF                              , 이브 힐피시 저 김도형 역                                                            , 한빛미디어                                        , 2022년 04월                                 ,"36,000원",0,0
52,IT 모발일, eBook    헤드 퍼스트 디자인 패턴   14가지 GoF 필살 패턴  유지 관리가 편리한 객체지향 소프트웨어를 만드는 법 PDF                              , 에릭 프리먼 엘리자베스 롭슨 저 서환수 역                                                            , 한빛미디어                                        , 2022년 04월                                 ,"28,800원",5,5
53,IT 모발일, eBook    Do it  알고리즘 코딩 테스트   자바 편   코딩 테스트 강의 5년의 합격 노하우  역대 기출 문제 총망라  PDF                              , 김종관 저                                                            , 이지스퍼블리싱  주                                         , 2022년 04월                                 ,"22,000원",0,0
54,IT 모발일, eBook    맛있는 디자인 포토샵 CC 2022   핵심 기능을 담은 기본편 실무 예제가 풍부한 활용편 PDF                              , 윤이사라 김신애 저                                                            , 한빛미디어                                        , 2022년 03월                                 ,"16,800원",0,0
55,IT 모발일, eBook    딥러닝을 위한 수학   인공지능의 핵심 원리를 이해하고 파이썬으로 구현해 보는 PDF                              , 아카이시 마사노리 저 신상재 역                                                            , 위키북스                                        , 2022년 02월                                 ,"17,500원",0,0
56,IT 모발일, eBook    이펙티브 코틀린   안전성  가독성  코드 설계  효율성을 향상시키기 위한 52가지 전략과 기법 PDF                              , 마르친 모스칼라 저 윤인성 역                                                            , 인사이트 insight                                         , 2022년 02월                                 ,"22,400원",0,0
57,IT 모발일, eBook    스프링 부트 쇼핑몰 프로젝트 with JPA PDF                              , 변구훈 저                                                            , 로드북                                        , 2022년 01월                                 ,"24,000원",2,3
58,IT 모발일, eBook    검색을 위한 딥러닝   심층 신경망을 활용하는 차세대 검색 엔진 개발 PDF                              , 토마소 테오필리 저 박진수 역                                                            , 제이펍                                        , 2021년 12월                                 ,"20,300원",0,0
59,IT 모발일, eBook    블록체인 해설서   비트코인  이더리움 그리고 하이퍼레저 PDF                              , 이병욱 저                                                            , 에이콘출판사                                        , 2021년 12월                                 ,"15,600원",0,0
60,IT 모발일, eBook    Real MySQL 8 0 2권   개발자와 DBA를 위한 MySQL 실전 가이드  PDF                              , 이성욱 백은빈 저                                                            , 위키북스                                        , 2021년 12월                                 ,"24,000원",0,0
61,IT 모발일, eBook    이펙티브 타입스크립트   동작 원리의 이해와 구체적인 조언 62가지 PDF                              , 댄 밴더캄 저 장원호 역                                                            , 인사이트 insight                                         , 2021년 11월                                 ,"20,000원",0,0
62,IT 모발일, eBook    기초부터 완성까지  프런트엔드   개발부터 테스트까지  이론과 예제로 배우는 프런트엔드 PDF                              , 이재성 한정 저                                                            , 비제이퍼블릭 BJ퍼블릭                                         , 2021년 11월                                 ,"26,400원",5,4
63,IT 모발일, eBook    누구나 할 수 있는 카카오톡 채널 만들기 PDF                              , 김진 저                                                            , 사도출판                                        , 2021년 09월                                 ,"5,000원",0,0
64,IT 모발일, eBook    밑바닥부터 만드는 인터프리터 in Go PDF                              , 토르슈텐 발 저 박재석 역                                                            , 인사이트 insight                                         , 2021년 09월                                 ,"19,200원",0,0
65,IT 모발일, eBook    밑바닥부터 만드는 컴파일러 in Go PDF                              , 토르슈텐 발 저 박재석 역                                                            , 인사이트 insight                                         , 2021년 09월                                 ,"22,400원",0,0
66,IT 모발일, eBook    Do it  인터랙티브 웹 페이지 만들기 PDF                              , 최성일 저                                                            , 이지스퍼블리싱  주                                         , 2021년 08월                                 ,"18,000원",5,4
67,IT 모발일, eBook    맥 OS 무작정 따라하기   macOS의 맥을 짚어 드립니다  EPUB                              , 고경희 저                                                            , 길벗                                        , 2021년 08월                                 ,"16,800원",0,0
68,IT 모발일, eBook    가상 면접 사례로 배우는 대규모 시스템 설계 기초 PDF                              , 알렉스 쉬 저 이병준 역                                                            , 인사이트 insight                                         , 2021년 08월                                 ,"19,200원",5,5
69,IT 모발일, eBook    쿠버네티스 완벽 가이드   입문부터 실제 운용까지  필요한 기술 총망라  EPUB                              , 마사야 아오야마 저 박상욱 역                                                            , 길벗                                        , 2021년 08월                                 ,"35,200원",0,0
70,IT 모발일, eBook    객체지향의 사실과 오해   역할  책임  협력 관점에서 본 객체지향 PDF                              , 조영호 저                                                            , 위키북스                                        , 2021년 07월                                 ,"15,000원",0,0
71,IT 모발일, eBook    혼자 공부하는 C 언어 PDF                              , 서현우 저                                                            , 한빛미디어                                        , 2021년 07월                                 ,"19,200원",5,5
72,IT 모발일, eBook    혼자 공부하는 자바   JAVA 8   11 지원 PDF                              , 신용권 저                                                            , 한빛미디어                                        , 2021년 07월                                 ,"19,200원",5,5
73,IT 모발일, eBook    Let s Get IT 자바스크립트 프로그래밍   12가지 웹 게임으로 프로그래밍 사고력 기르기 EPUB                              , 조현영 저                                                            , 길벗                                        , 2021년 06월                                 ,"17,500원",0,0
74,IT 모발일, eBook    C 을 다루는 기술   c 을 c 답게 사용하자  EPUB                              , 존 스킷 저 김명신 역                                                            , 길벗                                        , 2021년 06월                                 ,"28,800원",0,0
75,IT 모발일, eBook    Vue js 프로젝트 투입 일주일 전   Vue js 3 x 실무 개발을 위한 모든 것 PDF                              , 고승원 저                                                            , 비제이퍼블릭 BJ퍼블릭                                         , 2021년 06월                                 ,"19,600원",4,5
76,IT 모발일, eBook    웹소설 써서 먹고삽니다   웃기는 작가 빵무늬의 돈 되는 작법 수업 EPUB                              , 정무늬 저                                                            , 길벗                                        , 2021년 04월                                 ,"11,900원",4,5
77,IT 모발일, eBook    몽고DB 완벽 가이드   실전 예제로 배우는 NoSQL 데이터베이스 기초부터 활용까지 PDF                              , 오언 브라질 섀넌 브래드쇼 크리스티나 초도로 저 김인범 역                                                            , 한빛미디어                                        , 2021년 03월                                 ,"28,800원",0,0
78,IT 모발일, eBook    메이커 다은쌤의 3D 프린팅을 위한 틴커캐드 TINKERCAD PDF                              , 전다은 저                                                            , 영진닷컴                                        , 2021년 03월                                 ,"8,100원",0,0
79,IT 모발일, eBook    초보자를 위한 리액트 200제  React  PDF                              , 이정열 저                                                            , 정보문화사                                        , 2021년 02월                                 ,"17,000원",4,5
80,IT 모발일, eBook    아이패드 프로크리에이트로 캐릭터 이모티콘 만들기   아이패드로 가장 재미있게 돈 버는 방법 PDF                              , 이광욱 저                                                            , 비제이퍼블릭 BJ퍼블릭                                         , 2021년 02월                                 ,"18,400원",0,0
81,IT 모발일, eBook    모두의 구글 애널리틱스 4   GA4로 하는 디지털 마케팅 데이터 분석  EPUB                              , 김도연 저                                                            , 길벗                                        , 2023년 02월                                 ,"22,400원",0,0
82,IT 모발일, eBook    비즈니스 애널리틱스를 위한 데이터 마이닝 in 파이썬 PDF                              , 갈리트 시뮤엘리 피터 게데크 Peter C  Bruce Nitin R  Patel 저 조성배 조성준 김성범 조재희 이성임 신현정 역                                                            , 한빛아카데미                                        , 2023년 02월                                 ,"39,000원",0,0
83,IT 모발일, eBook    맛있는 디자인 포토샵 일러스트레이터 CC 2023   누구나 쉽게 배워 제대로 써먹는 그래픽 입문서 PDF                              , 박정아 윤이사라 저                                                            , 한빛미디어                                        , 2023년 02월                                 ,"18,400원",0,0
84,IT 모발일, eBook    마케터를 위한 구글 애널리틱스 PDF                              , 조하준 저                                                            , 디지털북스                                        , 2023년 02월                                 ,"22,000원",0,0
85,IT 모발일, eBook    아이패드 캐릭터 드로잉   캐릭터를 결정하는 인체 구조 표현과 포즈를 배운다  PDF                              , 난다비 저                                                            , 성안당                                        , 2023년 02월                                 ,"23,200원",0,0
86,IT 모발일, eBook    IT 5분 잡학사전   학교에서 알려 주지 않는 IT 지식 PDF                              , 니꼴라스 배지현 저                                                            , 이지스퍼블리싱  주                                         , 2022년 10월                                 ,"9,000원",0,0
87,IT 모발일, eBook    규칙으로 배우는 임베디드 시스템   회로 설계 및 PCB 설계 규칙 PDF                              , 장선웅 저                                                            , 북랩                                        , 2022년 12월                                 ,"19,600원",0,0
88,IT 모발일, eBook    러닝 타입스크립트   안정적인 웹 프로젝트 운영을 위한 타입스크립트의 모든 것 PDF                              , 조시 골드버그 저 고승원 역                                                            , 한빛미디어                                        , 2023년 01월                                 ,"20,800원",0,0
89,IT 모발일, eBook    Do it  리액트 모던 웹 개발 with 타입스크립트   테일윈드CSS  훅  리덕스  라우팅을 활용한 최신 실무 코드를 만난다  PDF                              , 전예홍 저                                                            , 이지스퍼블리싱  주                                         , 2023년 01월                                 ,"28,000원",0,0
90,IT 모발일, eBook    JAVA 언어로 배우는 디자인 패턴 입문   쉽게 배우는 GoF의 23가지 디자인 패턴 PDF                              , 유키 히로시 저 김성훈 역                                                            , 영진닷컴                                        , 2022년 12월                                 ,"20,160원",0,0
91,IT 모발일, eBook    된다  맥북 아이맥 PDF                              , 김기백 조영빈 이민호 정다운 저                                                            , 이지스퍼블리싱  주                                         , 2022년 12월                                 ,"11,500원",0,0
92,IT 모발일, eBook    프레젠테이션 디자인  이렇게 하면 되나요    한번 배우면 평생 써먹는 슬라이드   보고서 디자인 가이드 PDF                              , 윤춘근 저                                                            , 제이펍                                        , 2022년 12월                                 ,"15,400원",0,0
93,IT 모발일, eBook    스프링 부트로 개발하는 MSA 컴포넌트   마이크로서비스를 올바르게 도입하기 위한 스프링 부트 사용법  EPUB                              , 김병부 저                                                            , 길벗                                        , 2022년 12월                                 ,"35,200원",0,0
94,IT 모발일, eBook    템플릿이 콘텐츠다  PDF                              , 이윤정 저                                                            , 유페이퍼                                        , 2022년 11월                                 ,"10,000원",0,0
95,IT 모발일, eBook    국내 최다 이모티콘 승인 작가 씨엠제이가 알려주는 승인율 99 9  이모티콘 만들기   아이디어만 있으면 그림 못 그려도 이모티콘 작가가 될 수 있다 PDF                              , 씨엠제이 최민정  저                                                            , 한빛미디어                                        , 2022년 10월                                 ,"12,000원",0,0
96,IT 모발일, eBook    파이썬 기반 금융 인공지능   파이썬과 케라스를 활용한 금융 시계열 데이터 기반 알고리즘 트레이딩 전략 PDF                              , 이브 힐피시 저 김도형 역                                                            , 한빛미디어                                        , 2022년 10월                                 ,"33,600원",0,0
97,IT 모발일, eBook    개발자를 위한 머신러닝 딥러닝   인공지능 개발자로 레벨 업하기  신경망 기초부터 컴퓨터 비전  자연어 처리  시계열 예측까지 PDF                              , 로런스 모로니 저 박해선 역                                                            , 한빛미디어                                        , 2022년 09월                                 ,"27,200원",0,0
98,IT 모발일, eBook    자바 웹 개발 워크북   성장하는 개발자를 만드는 실무형 로드맵 PDF                              , 구멍가게 코딩단 저                                                            , 프리렉                                        , 2022년 09월                                 ,"24,500원",0,0
99,IT 모발일, eBook    유니티 게임 프로그래밍 바이블   23가지 다양한 게임을 만들면서 배우는 유니티 게임 개발의 모든 것 PDF                              , 요시야 미키토 등저 김은철 유세라 역                                                            , 위키북스                                        , 2022년 08월                                 ,"32,000원",0,0
100,IT 모발일, eBook    이것이 자료구조 알고리즘이다 with C 언어   문제 해결 능력을 키워주는 자료구조 알고리즘 입문서 PDF                              , 박상현 저                                                            , 한빛미디어                                        , 2022년 08월                                 ,"27,200원",0,0
