rank,genre,title,writer,company,date,price,star_content,star_edit
15,예술 대중문화, eBook    영화하는 여자들 EPUB                              , 주진숙 이순진 저  사 여성영화인모임 기획                                                            , 사계절                                        , 2020년 08월                                 ,"13,800원",0,0
16,예술 대중문화, eBook    칼 라르손  오늘도 행복을 그리는 이유   스웨덴 국민 화가의 일상 속 작은 행복 PDF                              , 이소영 저                                                            , 알에이치코리아 RHK                                         , 2020년 08월                                 ,"11,200원",0,0
17,예술 대중문화, eBook    내 손 안의 미술관  카미유 피사로 PDF                              , 김정일 저                                                            , 피치플럼                                        , 2020년 06월                                 ,"3,000원",4,4
18,예술 대중문화, eBook    영화는 두 번 시작된다   이동진 영화 평론집  EPUB                              , 이동진 저                                                            , 위즈덤하우스                                        , 2019년 10월                                 ,"27,300원",4,4
19,예술 대중문화, eBook    내 손 안의 미술관  클로드 모네 PDF                              , 김정일 저                                                            , 피치플럼                                        , 2019년 07월                                 ,"3,000원",4,4
20,예술 대중문화, eBook    내 손 안의 미술관  호아킨 소로야 PDF                              , 김정일 저                                                            , 피치플럼                                        , 2019년 05월                                 ,"2,000원",4,4
21,예술 대중문화, eBook    무량수전 배흘림기둥에 기대서서   최순우의 한국미 산책 EPUB                              , 최순우 저                                                            , 학고재                                        , 2019년 05월                                 ,"13,860원",0,0
22,예술 대중문화, eBook    내 손 안의 미술관  가츠시카 호쿠사이 PDF                              , 김정일 저                                                            , 피치플럼                                        , 2019년 05월                                 ,"2,000원",4,5
23,예술 대중문화, eBook    핵심 서양미술사   르네상스부터 초현실주의까지 예술 사조로 정리한 PDF                              , 제라르 드니조 저 배영란 역                                                            , 클                                        , 2019년 03월                                 ,"9,900원",3,2
24,예술 대중문화, eBook    에로 만화 표현사 PDF                              , 키미 리토 저 문성호 역                                                            , AK 에이케이 커뮤니케이션즈                                         , 2019년 02월                                 ,"20,300원",0,0
