rank,genre,title,writer,company,date,price,star_content,star_edit
20,만화, eBook    학원 베이비시터즈 단행본  , HARI TOKEINO 저                                                            , 서울미디어코믹스                                        , 2017년 05월                                 ,"2,250원",4,4
21,만화, eBook    진격의 거인 , Hajime Isayama 저                                                            , 학산문화사                                        , 2020년 07월                                 ,"2,500원",4,4
22,만화, eBook    주술회전 , Gege Akutami 저                                                            , 서울미디어코믹스 DCW                                        , 2020년 11월                                 ,"3,000원",4,4
23,만화, eBook    책임질 거지  , Minato Nishimi 저                                                            , 아이온스타                                        , 2022년 08월                                 ,720원,0,0
24,만화, eBook    바람의 저편 , KYOKO HIKAWA 저                                                            , 서울미디어코믹스                                        , 2014년 08월                                 ,"2,500원",4,4
25,만화, eBook    나의 히어로 아카데미아 , HORIKOSHI Kohei 저                                                            , 서울미디어코믹스 DCW                                        , 2020년 09월                                 ,"3,000원",4,4
26,만화, eBook     연재  사신 도련님과 검은 메이드 , Koharu INOUE 저                                                            , 학산문화사 DCW                                        , 2020년 09월                                 ,200원,0,0
27,만화, eBook    도쿄 리벤저스 , Ken Wakui 저                                                            , 학산문화사                                        , 2020년 10월                                 ,"3,000원",4,4
28,만화, eBook    스파이 패밀리 , 엔도 타츠야 글그림                                                            , 학산문화사 DCW                                        , 2020년 08월                                 ,"3,800원",4,4
29,만화, eBook    잘 모르겠지만 이세계에 전생한 것 같습니다 , 우치우치 케야키 저                                                            , AK 커뮤니케이션즈                                        , 2022년 01월                                 ,"3,000원",4,4
30,만화, eBook     연재  다정다감 COMIC  완결                              , 박은아 저                                                            , 학산문화사                                        , 2021년 09월                                 ,500원,0,0
31,만화, eBook    리얼 REAL  , 이노우에 타케히코 글 그림                                                            , 대원                                        , 2020년 08월                                 ,"3,500원",4,4
32,만화, eBook     고화질   퓨어  당신의 경험을 알려주세요   일반판  , Awaji Nae 저                                                            , GTENT                                        , 2019년 05월                                 ,500원,0,0
33,만화, eBook    귀멸의 칼날 , Koyoharu Gotouge 저                                                            , 학산문화사 DCW                                        , 2020년 09월                                 ,"4,000원",4,4
34,만화, eBook    야쿠자의 덕질 , 아츠다 테키 글그림   박연지 역  저                                                            , S코믹스                                        , 2022년 10월                                 ,"3,800원",4,4
35,만화, eBook    사카모토 데이즈 , Yuto Suzuki 저                                                            , 대원씨아이 DCW                                        , 2022년 05월                                 ,"3,500원",4,4
36,만화, eBook    드래곤 볼 신장판 COMIC  완결                              , 토리야마 아키라 글그림                                                            , 서울미디어코믹스 DCW                                        , 2021년 05월                                 ,"3,500원",4,5
37,만화, eBook    펠루아 이야기 , 김연주 저                                                            , 학산문화사                                        , 2017년 12월                                 ,"2,800원",4,4
38,만화, eBook     연재  아가씨는 벌 받는 걸 좋아해 , Monaka MORINAKA 저                                                            , DCW                                        , 2020년 04월                                 ,400원,0,0
