rank,genre,title,writer,company,date,price,star_content,star_edit
40,역사, eBook    지리의 힘   지리는 어떻게 개인의 운명을  세계사를  세계 경제를 좌우하는가 EPUB  tvN 요즘책방 소개도서 29                             , 팀 마샬 저   김미선 역 저                                                            , 사이                                        , 2016년 08월                                 ,"14,000원",4,4
41,역사, eBook    재미있게 읽는 그날의 역사 10월 16일 EPUB                              , 이종하 저                                                            , 디오네                                        , 2016년 04월                                 ,300원,0,0
42,역사, eBook    역사 속 장애인은 어떻게 살았을까   사료와 함께 읽는 장애인사 EPUB                              , 정창권 저                                                            , 글항아리                                        , 2016년 01월                                 ,"22,400원",5,5
43,역사, eBook    금사열전 66권   행실이 훌륭하고 업적을 남긴 관원들 이야기 EPUB                              ,     저     방기혁 역 저                                                            , 슬기야단비야                                        , 2015년 12월                                 ,"1,000원",4,4
44,역사, eBook    원사열전 48권   송나라 벼슬을 하다가 원나라로 귀순한 인물들 이야기 EPUB                              ,    저     방기혁 역 저                                                            , 슬기야단비야                                        , 2015년 12월                                 ,500원,0,0
45,역사, eBook    원사열전 26권   원나라 중기의 명신들 이야기 EPUB                              ,    저     방기혁 역 저                                                            , 슬기야단비야                                        , 2015년 12월                                 ,500원,0,0
46,역사, eBook    베트남 전쟁 EPUB                              , 박태균 저                                                            , 한겨레출판                                        , 2015년 10월                                 ,"9,600원",4,4
47,역사, eBook    조선시대의 외국어교육 EPUB                              , 정광 저                                                            , 김영사                                        , 2015년 08월                                 ,"10,710원",5,5
48,역사, eBook     고화질  박시백의 조선왕조실록 16 COMIC                              , 박시백 글그림                                                            , 휴머니스트                                        , 2015년 08월                                 ,"7,500원",4,4
49,역사, eBook    간송 전형필   조선 제일의 수장가 간송의 삶과 문화재 수집 이야기 EPUB                              , 이충렬 저                                                            , 김영사                                        , 2012년 06월                                 ,"11,340원",5,4
50,역사, eBook    재미있게 읽는 그날의 역사 6월 7일 EPUB  재미있게 읽는 그날의 역사                             , 이종하 저                                                            , 디오네                                        , 2015년 05월                                 ,300원,4,4
51,역사, eBook    재미있게 읽는 그날의 역사 6월 6일 EPUB  재미있게 읽는 그날의 역사                             , 이종하 저                                                            , 디오네                                        , 2015년 05월                                 ,300원,4,4
52,역사, eBook    조선의 묘지 소송   산송  옛사람들의 시시비비   키워드 한국문화 10 EPUB  키워드 한국문화                             , 김경숙 저                                                            , 문학동네                                        , 2015년 04월                                 ,"7,500원",0,0
53,역사, eBook    법정  지식인 승려 법정의  버리고 떠나기  EPUB  시사만인보 032                             , 강준만 저                                                            , 개마고원                                        , 2014년 10월                                 ,"1,500원",5,5
54,역사, eBook    메이지 유신   살림지식총서 292   현대 일본의 출발점 EPUB   eBook  살림지식총서 292                             , 장인성 저                                                            , 살림출판사                                        , 2013년 01월                                 ,"5,000원",4,4
55,역사, eBook    영국사 다이제스트100 EPUB                              , 김언조 저                                                            , 가람기획                                        , 2022년 05월                                 ,"16,100원",0,0
56,역사, eBook    음식을 공부합니다   음식에 진심인 이들을 위한  9 3 첩 인문학 밥상 EPUB                              , 주영하 저                                                            , 휴머니스트                                        , 2021년 12월                                 ,"11,200원",0,0
57,역사, eBook    1차 세계대전의 기원   패권 경쟁의 격화와 제국체제의 해체 EPUB                              , 박상섭 저                                                            , 아카넷                                        , 2021년 11월                                 ,"20,000원",0,0
58,역사, eBook    대학의 역사 EPUB                              , 남기원 저                                                            , 위즈덤하우스                                        , 2021년 09월                                 ,"12,600원",0,0
59,역사, eBook    믿습니까  믿습니다    별자리부터 가짜 뉴스까지 인류와 함께해온 미신의 역사 EPUB                              , 오후 저                                                            , 동아시아                                        , 2021년 01월                                 ,"11,200원",3,3
60,역사, eBook    시시콜콜한 조선의 편지들   편지 왔습니다  조선에서  EPUB                              , 박영서 저                                                            , 들녘                                        , 2020년 09월                                 ,"10,500원",0,0
61,역사, eBook    하멜표류기   조선과 유럽의 운명적 만남  난선제주도난파기 그리고 책 읽어드립니다 EPUB                              , 헨드릭 하멜 저 신동운 역                                                            , 스타북스                                        , 2020년 02월                                 ,"2,700원",4,5
62,역사, eBook    지식의 세계사   베이컨에서 푸코까지  지식권력은 어떻게 세계를 지배해왔는가 EPUB                              , 육영수 저                                                            , 휴머니스트                                        , 2019년 11월                                 ,"14,700원",0,0
63,역사, eBook    하룻밤에 읽는 한국 근현대사  개정판  EPUB                              , 최용범 이우형 저                                                            , 페이퍼로드                                        , 2019년 09월                                 ,"11,760원",0,0
64,역사, eBook    역사저널 그날 고려 편 1   왕건에서 서희까지 EPUB                              , KBS 역사저널 그날 제작팀 저 이익주 감수                                                            , 민음사                                        , 2019년 07월                                 ,"10,500원",1,1
65,역사, eBook    헬조선에 장도리를 던져라   장도리의 대한민국     2014 15 PDF                              , 박순찬 그림                                                            , 비아북                                        , 2019년 04월                                 ,"9,100원",0,0
66,역사, eBook    세월의 기억   장도리의 대한민국     2013 14 PDF                              , 박순찬 저                                                            , 비아북                                        , 2019년 04월                                 ,"9,100원",0,0
67,역사, eBook    굿바이 사이비 전성시대   장도리의 대한국민     2015 16 PDF                              , 박순찬 저                                                            , 비아북                                        , 2019년 04월                                 ,"9,100원",0,0
68,역사, eBook    빛은 어둠을 넘어   장도리의 대한국민     2016 17 PDF                              , 박순찬 그림                                                            , 비아북                                        , 2019년 04월                                 ,"9,100원",0,0
69,역사, eBook    516공화국   장도리의 대한민국     2012 2013 PDF                              , 박순찬 글그림                                                            , 비아북                                        , 2019년 04월                                 ,"9,100원",0,0
70,역사, eBook    너무 재밌어서 잠 못 드는 세계사 EPUB                              , 우야마 다쿠에이 저                                                            , 생각의길                                        , 2016년 10월                                 ,"14,000원",0,0
71,역사, eBook    한나의 역사스캔들   저와 함께 역사 속으로 드시지요 EPUB                              , 최한나 저                                                            , 베가북스                                        , 2018년 11월                                 ,"13,300원",5,5
72,역사, eBook    전쟁으로 보는 세계사 EPUB                              , 이광희 저                                                            , 스마트주니어                                        , 2015년 11월                                 ,"10,360원",0,0
73,역사, eBook    혁명의 러시아 1891 1991 EPUB                              , 올랜도 파이지스 저 조준래 역                                                            , 어크로스                                        , 2017년 11월                                 ,"12,500원",4,4
74,역사, eBook    지리의 힘   지리는 어떻게 개인의 운명을  세계사를  세계 경제를 좌우하는가 EPUB  tvN 요즘책방 소개도서 29                             , 팀 마샬 저   김미선 역 저                                                            , 사이                                        , 2016년 08월                                 ,"14,000원",4,4
