rank,genre,title,writer,company,date,price,star_content,star_edit
71,BL, eBook     BL  야차화연기 , 까만콩 글그림                                                            , 블랑시아                                        , 2022년 05월                                 ,500원,0,0
72,BL, eBook     BL  단밤술래 EPUB  완결                              , 채팔이 저                                                            , 필연매니지먼트                                        , 2022년 02월                                 ,"4,300원",4,4
73,BL, eBook     BL  천추세인 EPUB  완결                              , 란마루 저                                                            , 웨일노블                                        , 2021년 09월                                 ,"4,000원",4,4
74,BL, eBook     BL  이합화타적백묘사존  바보 허스키와 그의 흰 고양이 사존 , 육포부흘육 저                                                            , B Lab 비랩                                         , 2020년 12월                                 ,"4,500원",4,4
75,BL, eBook     연재  대리화가  완전판  COMIC  완결                              , 무나무 저                                                            , 대원씨아이                                        , 2018년 09월                                 ,500원,5,4
76,BL, eBook     BL  파트타임 파트너 EPUB  완결                              , 체리만쥬 저                                                            , 비욘드                                        , 2020년 05월                                 ,"3,000원",4,4
77,BL, eBook     BL  광공의 솜뭉치로 빙의함 EPUB  완결                              , 김덕팔 저                                                            , 파란달                                        , 2022년 03월                                 ,"3,330원",4,4
78,BL, eBook     BL  차사태신전 EPUB                              , 급한 저                                                            , BLYNUE 블리뉴                                        , 2023년 01월                                 ,"3,400원",4,4
79,BL, eBook     BL  역살 EPUB                              , 당밀 저                                                            , 페이즈                                        , 2022년 10월                                 ,"3,900원",4,4
80,BL, eBook     BL  오류탐구영역 EPUB  완결                              , 망고곰 저                                                            , 북극여우                                        , 2022년 10월                                 ,"4,500원",4,4
81,BL, eBook     BL  조교 실격 EPUB  완결                              , 쇼베 저                                                            , 시크노블                                        , 2023년 01월                                 ,"3,500원",4,4
82,BL, eBook     BL  와이드 오픈 EPUB                              , 바크베 저                                                            , BLYNUE 블리뉴                                        , 2023년 01월                                 ,"3,600원",4,4
83,BL, eBook     BL  신입사원 COMIC  완결                              , 제크  모스카레토 저                                                            , 비욘드                                        , 2022년 06월                                 ,600원,0,0
84,BL, eBook     BL  문장 EPUB                              , hologramm 저                                                            , 고렘팩토리                                        , 2021년 12월                                 ,"3,700원",4,4
85,BL, eBook     BL  살아서 만납시다 EPUB                              , 할로윈 저                                                            , 링크                                        , 2022년 11월                                 ,"3,400원",4,4
86,BL, eBook     BL  이리 오너라  업고 놀자 , 바트 저                                                            , 가하 웹툰                                        , 2019년 07월                                 ,600원,5,5
87,BL, eBook     BL  비생산적 관계에 대한 비이성적 고찰 EPUB  완결                              , 라휘 저                                                            , 시크노블                                        , 2023년 01월                                 ,"3,600원",4,4
88,BL, eBook     BL  DASH EPUB  완결                              , 이젠 ijen  저                                                            , W Beast                                        , 2022년 01월                                 ,"4,400원",4,4
89,BL, eBook     BL  인투 더 쓰릴 Into the thrill  EPUB  완결  eBook 크레마 3만원 이상 구매 시 디즈니 북램프 윤동주 팔각머그 택1 증정  포인트차감  한정수량                               , leefail 저                                                            , 블루코드                                        , 2020년 01월                                 ,"4,200원",4,4
90,BL, eBook     대여   루비  투명한 사랑의 그릇  한정판  COMIC                              , hitomi 글그림                                                            , 현대지능개발사                                        , 2023년 02월                                 ,"1,440원",4,4
91,BL, eBook     세트   BL  슈가 크러시 러브 Sugar Crush Love   총3권 완결  , 골햄 저                                                            , 문라이트북스                                        , 2023년 01월                                 ,"10,000원",0,0
92,BL, eBook     컬러 연재  영원한 계약 , 해진 글그림                                                            , 앤드비                                        , 2021년 12월                                 ,600원,0,0
93,BL, eBook     BL  저온화상 EPUB  완결                              , 꼿발 저                                                            , BLYNUE 블리뉴                                        , 2021년 11월                                 ,"4,300원",4,4
94,BL, eBook     연재   BL  온 오어 오프  완전판  eBook 크레마 3만원 이상 구매 시 디즈니 북램프 윤동주 팔각머그 택1 증정  포인트차감  한정수량                               , A1 그림                                                            , 디앤씨웹툰비즈                                        , 2020년 09월                                 ,500원,4,4
95,BL, eBook     BL  비밀한 연애 EPUB  완결  eBook 크레마 3만원 이상 구매 시 디즈니 북램프 윤동주 팔각머그 택1 증정  포인트차감  한정수량                               , 일면식 저                                                            , 시크노블                                        , 2020년 05월                                 ,"4,000원",4,4
96,BL, eBook    라라의 결혼 , 타메코우 글그림                                                            , 블랑코믹스                                        , 2020년 02월                                 ,"3,780원",4,4
97,BL, eBook     연재   BL  녹색전상 , 잭스 그림                                                            , 디앤씨웹툰비즈                                        , 2021년 04월                                 ,600원,5,4
98,BL, eBook     BL  해피 메리 레벨 업  EPUB                              , 그루 저                                                            , 북극여우                                        , 2022년 08월                                 ,"2,880원",5,5
99,BL, eBook    빅 애플 Big Apple  COMIC  완결                              , 하루사리 저 호돗 그림                                                            , 비숲                                        , 2022년 09월                                 ,500원,0,0
100,BL, eBook     BL  천관사복 EPUB                              , 묵향동후 저                                                            , B Lab 비랩                                         , 2022년 05월                                 ,"3,500원",4,4
