,yes24_rank,제목,yes24_writer,yes24_company,yes24_date,yes24_price,yes24_star_content,yes24_star_edit,yes24_gener,sm_gener,time_stamp
0,1,     조건  만남  삽화본                                ,문정민,로아,2021-05-01,3000,4,4,로맨스,문학,2023-02-23 14:09:08.536342
1,2,     토굴 공주                                 ,함초롱,제로노블,2022-12-01,3800,4,4,로맨스,문학,2023-02-23 14:09:08.536342
2,3,      세트  오빠 손은 약손  외전 포함   총2권   ,금나래,텐북,2021-05-01,4200,4,4,로맨스,문학,2023-02-23 14:09:08.536342
3,4,     오  담에 핀 꽃  개정판                                  ,박영,플로린,2023-02-01,3150,4,4,로맨스,문학,2023-02-23 14:09:08.536342
4,5,      세트  재혼 부부  총3권   ,윤소다,필연매니지먼트,2023-02-01,8370,4,3,로맨스,문학,2023-02-23 14:09:08.536342
5,6,     별채에는 불이 꺼지지 않는다                                 ,정은동,텐북,2022-08-01,2970,4,4,로맨스,문학,2023-02-23 14:09:08.536342
6,7,     괴물 아가씨와 성기사                                 ,손금,로즈엔,2023-02-01,3060,4,4,로맨스,문학,2023-02-23 14:09:08.536342
7,8,     몸태질                               ,금단,라떼북,2023-02-01,3240,3,3,로맨스,문학,2023-02-23 14:09:08.536342
8,9,     느와르 급발진주의                               ,초록개,스칼렛,2023-02-01,3420,4,4,로맨스,문학,2023-02-23 14:09:08.536342
9,10,     내 심장이 너만 불러                                 ,김결,필연매니지먼트,2021-04-01,3000,4,4,로맨스,문학,2023-02-23 14:09:08.536342
10,11,     불순종 Impure species                                  ,피오렌티,텐북,2022-09-01,3600,4,4,로맨스,문학,2023-02-23 14:09:08.536342
11,12,     논 트리거                                 ,몽슈,플로린,2022-03-01,4050,4,4,로맨스,문학,2023-02-23 14:09:08.536342
12,13,     미아                               ,도개비,봄미디어,2020-01-01,3800,4,4,로맨스,문학,2023-02-23 14:09:08.536342
13,14,     길들여진 건 누구일까                               ,리베냐,코튼북스,2022-10-01,3300,4,4,로맨스,문학,2023-02-23 14:09:08.536342
14,15,     구숙  만복을 빌어요                               ,구월류화,태평,2023-02-01,3200,4,4,로맨스,문학,2023-02-23 14:09:08.536342
15,16,     야성의 숲                                 ,이내리,피플앤스토리,2023-02-01,3500,5,5,로맨스,문학,2023-02-23 14:09:08.536342
16,17,     파렴치한 친구 아빠                               ,경조사매니아,로튼로즈,2023-02-01,900,5,5,로맨스,문학,2023-02-23 14:09:08.536342
17,18,     화제의 여학생                                 ,연초,라떼북,2019-02-01,3420,4,4,로맨스,문학,2023-02-23 14:09:08.536342
18,19,     마네킹 365                               ,황금뽀찌,누아르,2023-02-01,990,0,0,로맨스,문학,2023-02-23 14:09:08.536342
19,20,     타락한 땅에도 꽃은 피는가                                 ,이낙낙,에이블,2023-02-01,3200,4,4,로맨스,문학,2023-02-23 14:09:08.536342
20,21,     12시의 신데렐라                                 ,백우시,필,2023-02-01,3400,4,4,로맨스,문학,2023-02-23 14:09:08.536342
21,22,     영웅은 몸으로 구원한다                                 ,프레티아,윈썸,2022-11-01,5500,4,4,로맨스,문학,2023-02-23 14:09:08.536342
22,23,     어른 아빠                               ,지초가지천,로튼로즈,2023-02-01,900,5,5,로맨스,문학,2023-02-23 14:09:08.536342
23,24,      세트  수상한 문과장  총4권   ,벚꽃그리고,알에스미디어,2023-02-01,15840,0,0,로맨스,문학,2023-02-23 14:09:08.536342
24,25,     파시나르 Fascinar                                ,서정윤,나인,2023-02-01,4500,0,0,로맨스,문학,2023-02-23 14:09:08.536342
25,26,     나체 초밥                               ,탱글탱글,로튼로즈,2023-02-01,990,0,0,로맨스,문학,2023-02-23 14:09:08.536342
26,27,     왕자님 길들이기 물리                                  ,신예운,조아라,2023-02-01,2250,5,4,로맨스,문학,2023-02-23 14:09:08.536342
27,28,     오늘부터 천생연분                                 ,노승아,가하,2023-02-01,3420,4,4,로맨스,문학,2023-02-23 14:09:08.536342
28,29,     계략 후배                               ,이리안,레드립,2023-02-01,1530,0,0,로맨스,문학,2023-02-23 14:09:08.536342
29,30,     스탯 999  엄친아의  1                               ,얌쟘,텐북,2023-01-01,3510,4,3,로맨스,문학,2023-02-23 14:09:08.536342
30,31,     개는 주인이 필요하다                                 ,이고,위즈덤하우스,2022-09-01,3300,4,4,로맨스,문학,2023-02-23 14:09:08.536342
31,32,     마지막 파드되                                 ,김나무,다향,2023-02-01,3500,5,5,로맨스,문학,2023-02-23 14:09:08.536342
32,33,     여름의 밀도                               ,채랑비,SOME,2023-02-01,3690,3,3,로맨스,문학,2023-02-23 14:09:08.536342
33,34,     옥당금규 ,한청낙화,답인,2023-02-01,4400,0,0,로맨스,문학,2023-02-23 14:09:08.536342
34,35,     테라피스트                               ,진리타,텐북,2023-01-01,1000,4,4,로맨스,문학,2023-02-23 14:09:08.536342
35,36,     원래 그랬어                                ,오드리,로아,2023-02-01,1080,5,4,로맨스,문학,2023-02-23 14:09:08.536342
36,37,     미로                                 ,박수정,가하,2014-09-01,4000,4,4,로맨스,문학,2023-02-23 14:09:08.536342
37,38,     미친개 도련님 만들기                                 ,주시하,고렘팩토리,2023-01-01,3600,4,4,로맨스,문학,2023-02-23 14:09:08.536342
38,39,     임파스토 Impasto                                  ,우지혜,폴라리스,2022-12-01,3300,4,4,로맨스,문학,2023-02-23 14:09:08.536342
39,40,     나의 아빠 ,탱글탱글,로튼로즈,2022-12-01,1000,3,3,로맨스,문학,2023-02-23 14:09:08.536342
40,41,     마지막 여행이 끝나면                                 ,하늘가리기,피오렛,2021-06-01,3700,4,4,로맨스,문학,2023-02-23 14:09:08.536342
41,42,     이 결혼은 어차피 망하게 되어 있다                                 ,김차차,서커스,2021-05-01,7400,4,4,로맨스,문학,2023-02-23 14:09:08.536342
42,43,     고작 사랑이잖아                               ,령후,후후,2023-02-01,4000,0,0,로맨스,문학,2023-02-23 14:09:08.536342
43,44,     고은 나의 고은 ,서풍,밀리오리지널,2022-02-01,3600,4,4,로맨스,문학,2023-02-23 14:09:08.536342
44,45,     가짜 여동생을 원하면                                 ,로즈라인,로즈엔,2021-05-01,3800,4,4,로맨스,문학,2023-02-23 14:09:08.536342
45,46,     우리가 가족이 될 수 있을까요                                ,한이림,연담,2023-02-01,4000,4,4,로맨스,문학,2023-02-23 14:09:08.536342
46,47,     새장 속의 딸                               ,진수성찬,로튼로즈,2023-02-01,2700,3,3,로맨스,문학,2023-02-23 14:09:08.536342
47,48,     형부에게 박히는 밤                               ,경조사매니아,로튼로즈,2023-02-01,900,0,0,로맨스,문학,2023-02-23 14:09:08.536342
48,49,     소프트코어 필름 Softcore Film                                  ,오로지,에피루스,2023-01-01,3500,4,4,로맨스,문학,2023-02-23 14:09:08.536342
49,50,     베이비시터                               ,진리타,텐북,2022-11-01,1000,4,4,로맨스,문학,2023-02-23 14:09:08.536342
50,51,     주인과 노예의 변증법                                 ,이정운,가하,2022-03-01,3400,4,4,로맨스,문학,2023-02-23 14:09:08.536342
51,52,      세트  왕자님 길들이기 물리   외전 포함   총4권   ,신예운,조아라,2023-02-01,8190,0,0,로맨스,문학,2023-02-23 14:09:08.536342
52,53,     불순한 취미활동                               ,진리타,텐북,2023-02-01,1500,0,0,로맨스,문학,2023-02-23 14:09:08.536342
53,54,     강산미인모                               ,수당저연운역,답인,2023-02-01,3000,0,0,로맨스,문학,2023-02-23 14:09:08.536342
54,55,     파파                               ,마뇽,텐북,2023-01-01,1800,4,4,로맨스,문학,2023-02-23 14:09:08.536342
55,56,     쓰레기 상황극 파트너들                               ,금단,로튼로즈,2022-12-01,2790,3,3,로맨스,문학,2023-02-23 14:09:08.536342
56,57,     튜린의 릴리엔                               ,나유혜,연담,2022-12-01,3400,4,4,로맨스,문학,2023-02-23 14:09:08.536342
57,58,     레이디 번견의 하룻밤 실수                                 ,참새대리,에클라,2022-10-01,3200,4,4,로맨스,문학,2023-02-23 14:09:08.536342
58,59,     그 겨울의 순정                                 ,채은,텐북,2022-05-01,4500,4,4,로맨스,문학,2023-02-23 14:09:08.536342
59,60,     장르를 바꿔보도록 하겠습니다                                 ,KEN,연담,2020-12-01,3800,4,4,로맨스,문학,2023-02-23 14:09:08.536342
60,61,     핏물이 고인 바다                                 ,한설온,마담드디키,2018-04-01,3000,3,3,로맨스,문학,2023-02-23 14:09:08.536342
61,62,     오빠 친구인 거 몰랐어                                ,요안나,Renee,2023-02-01,3500,4,4,로맨스,문학,2023-02-23 14:09:08.536342
62,63,     맴맴                                 ,서단,SOME,2022-12-01,4000,4,4,로맨스,문학,2023-02-23 14:09:08.536342
63,64,     상단주 남편 채용의 건                                 ,김기온,라렌느,2022-11-01,3400,4,4,로맨스,문학,2023-02-23 14:09:08.536342
64,65,     야누스의 밤                                 ,베리바,도서출판쉼표,2022-10-01,3400,4,4,로맨스,문학,2023-02-23 14:09:08.536342
65,66,     실버 트리                                 ,윤소리,퀸즈셀렉션,2022-09-01,3200,4,4,로맨스,문학,2023-02-23 14:09:08.536342
66,67,     너를 속이는 밤                                 ,정은동,폴라리스,2022-06-01,4200,4,4,로맨스,문학,2023-02-23 14:09:08.536342
67,68,     품격을 배반한다                                 ,김빠,로즈엔,2022-08-01,3200,4,4,로맨스,문학,2023-02-23 14:09:08.536342
68,69,     밴댕이도 빙의하는 재주가 있다                               ,프레티아,나인,2023-02-01,4000,4,4,로맨스,문학,2023-02-23 14:09:08.536342
69,70,     올바른 위장연애                                 ,최나루,로아,2023-02-01,4050,0,0,로맨스,문학,2023-02-23 14:09:08.536342
70,71,     사방신께서 내려오셨다 현무편                               ,천서래,로튼로즈,2023-02-01,900,0,0,로맨스,문학,2023-02-23 14:09:08.536342
71,72,     나쁜 말이 취향이라                               ,크림치즈,와이엠북스,2023-01-01,2880,4,4,로맨스,문학,2023-02-23 14:09:08.536342
72,73,     지금은 XX물 소리 녹음중입니다                               ,벌리바바,로튼로즈,2023-02-01,900,0,0,로맨스,문학,2023-02-23 14:09:08.536342
73,74,      세트  오  담에 핀 꽃  개정판   총3권   ,박영,플로린,2023-02-01,9450,4,3,로맨스,문학,2023-02-23 14:09:08.536342
74,75,     겨울 바다에 눈이 내리면                               ,복희씨,피플앤스토리,2023-02-01,1350,4,4,로맨스,문학,2023-02-23 14:09:08.536342
75,76,      세트  별채에는 불이 꺼지지 않는다  외전 포함   총4권   ,정은동,텐북,2022-08-01,10800,3,3,로맨스,문학,2023-02-23 14:09:08.536342
76,77,     연옥의 성녀                                 ,단개비,디앤씨북스,2023-02-01,3330,5,5,로맨스,문학,2023-02-23 14:09:08.536342
77,78,     아가씨의 산란 1부                               ,율다,로튼로즈,2023-01-01,1000,4,4,로맨스,문학,2023-02-23 14:09:08.536342
78,79,     난기류                               ,마뇽,블레슈Blesshuu,2023-02-01,2250,3,3,로맨스,문학,2023-02-23 14:09:08.536342
79,80,     남자는 지치지도 않았다                               ,시크,피플앤스토리,2023-02-01,3500,4,4,로맨스,문학,2023-02-23 14:09:08.536342
80,81,     12시의 신데렐라                                 ,백우시,필,2023-02-01,3400,4,4,로맨스,문학,2023-02-23 14:09:08.536342
81,82,     영웅은 몸으로 구원한다                                 ,프레티아,윈썸,2022-11-01,5500,4,4,로맨스,문학,2023-02-23 14:09:08.536342
82,83,     어른 아빠                               ,지초가지천,로튼로즈,2023-02-01,900,5,5,로맨스,문학,2023-02-23 14:09:08.536342
83,84,      세트  수상한 문과장  총4권   ,벚꽃그리고,알에스미디어,2023-02-01,15840,0,0,로맨스,문학,2023-02-23 14:09:08.536342
84,85,     파시나르 Fascinar                                ,서정윤,나인,2023-02-01,4500,0,0,로맨스,문학,2023-02-23 14:09:08.536342
85,86,     나체 초밥                               ,탱글탱글,로튼로즈,2023-02-01,990,0,0,로맨스,문학,2023-02-23 14:09:08.536342
86,87,     왕자님 길들이기 물리                                  ,신예운,조아라,2023-02-01,2250,5,4,로맨스,문학,2023-02-23 14:09:08.536342
87,88,     오늘부터 천생연분                                 ,노승아,가하,2023-02-01,3420,4,4,로맨스,문학,2023-02-23 14:09:08.536342
88,89,     계략 후배                               ,이리안,레드립,2023-02-01,1530,0,0,로맨스,문학,2023-02-23 14:09:08.536342
89,90,     스탯 999  엄친아의  1                               ,얌쟘,텐북,2023-01-01,3510,4,3,로맨스,문학,2023-02-23 14:09:08.536342
90,91,     개는 주인이 필요하다                                 ,이고,위즈덤하우스,2022-09-01,3300,4,4,로맨스,문학,2023-02-23 14:09:08.536342
91,92,     마지막 파드되                                 ,김나무,다향,2023-02-01,3500,5,5,로맨스,문학,2023-02-23 14:09:08.536342
92,93,     여름의 밀도                               ,채랑비,SOME,2023-02-01,3690,3,3,로맨스,문학,2023-02-23 14:09:08.536342
93,94,     옥당금규 ,한청낙화,답인,2023-02-01,4400,0,0,로맨스,문학,2023-02-23 14:09:08.536342
94,95,     테라피스트                               ,진리타,텐북,2023-01-01,1000,4,4,로맨스,문학,2023-02-23 14:09:08.536342
95,96,     원래 그랬어                                ,오드리,로아,2023-02-01,1080,5,4,로맨스,문학,2023-02-23 14:09:08.536342
96,97,     미로                                 ,박수정,가하,2014-09-01,4000,4,4,로맨스,문학,2023-02-23 14:09:08.536342
97,98,     미친개 도련님 만들기                                 ,주시하,고렘팩토리,2023-01-01,3600,4,4,로맨스,문학,2023-02-23 14:09:08.536342
98,99,     임파스토 Impasto                                  ,우지혜,폴라리스,2022-12-01,3300,4,4,로맨스,문학,2023-02-23 14:09:08.536342
99,100,     나의 아빠 ,탱글탱글,로튼로즈,2022-12-01,1000,3,3,로맨스,문학,2023-02-23 14:09:08.536342
100,1,      BL  데이 브레이커                               ,체레네,문라이트북스,2018-01-01,3000,4,4,BL,문학,2023-02-23 14:09:08.536342
101,2,     라디오 스톰                                 ,팀SS,북극여우,2022-09-01,500,0,0,BL,문학,2023-02-23 14:09:08.536342
102,3,      BL  파이브 바이 파이브 5x5                                  ,이소한,텐북,2022-08-01,4800,4,4,BL,문학,2023-02-23 14:09:08.536342
103,4,      BL  연애제한구역                                 ,단비,비욘드,2022-08-01,500,0,0,BL,문학,2023-02-23 14:09:08.536342
104,5,      BL  그놈이 그놈이다                               ,차선,BLYNUE블리뉴,2023-02-01,3700,4,4,BL,문학,2023-02-23 14:09:08.536342
105,6,      BL  서퍼   스토커 헌터지만 육아하고 있습니다                                  ,글먹SS,더클북컴퍼니,2023-02-01,4200,4,4,BL,문학,2023-02-23 14:09:08.536342
106,7,      BL  동티                               ,소조금,모드,2022-09-01,3000,4,4,BL,문학,2023-02-23 14:09:08.536342
107,8,      BL  시나몬 캔디                                 ,Whale,모드,2022-11-01,3600,4,4,BL,문학,2023-02-23 14:09:08.536342
108,9,      BL  센차 레플리카                                 ,서니주,BLYNUE블리뉴,2023-02-01,3800,4,4,BL,문학,2023-02-23 14:09:08.536342
109,10,     킬 더 라이츠 ,장량저밍크글그림,비숲,2021-07-01,500,0,0,BL,문학,2023-02-23 14:09:08.536342
110,11,      세트   BL  저를 이용해 주세요  총4권   ,다정담,BLYNUE블리뉴,2021-09-01,9800,4,4,BL,문학,2023-02-23 14:09:08.536342
111,12,      연재  너를 기다려 ,이현숙글그림,대원씨아이,2022-05-01,500,5,5,BL,문학,2023-02-23 14:09:08.536342
112,13,     꿈자리가 이상한데요   ,흰귀,북극여우,2021-02-01,600,0,0,BL,문학,2023-02-23 14:09:08.536342
113,14,      BL  루트를 거부하는 방법                                 ,허니트랩,피아체,2020-07-01,3600,4,4,BL,문학,2023-02-23 14:09:08.536342
114,15,      BL  타인의 조건                                 ,탄밤이,비욘드,2023-02-01,4500,5,5,BL,문학,2023-02-23 14:09:08.536342
115,16,      루비  피지 않는 꽃에 물 주기                                 ,아가나오미저yoshi글그림,현대지능개발사,2023-02-01,2520,4,4,BL,문학,2023-02-23 14:09:08.536342
116,17,      BL  와이드 오픈                               ,바크베,BLYNUE블리뉴,2023-01-01,3600,4,4,BL,문학,2023-02-23 14:09:08.536342
117,18,     빅 애플 Big Apple                                  ,하루사리저호돗그림,비숲,2022-09-01,500,0,0,BL,문학,2023-02-23 14:09:08.536342
118,19,      BL  스파이게임                                 ,바크베,피아체,2021-10-01,3200,4,4,BL,문학,2023-02-23 14:09:08.536342
119,20,     남의 BL만화                                 ,보바리글그림,북큐브네트웍스,2021-08-01,400,0,0,BL,문학,2023-02-23 14:09:08.536342
120,21,      연재   BL  온 오어 오프  완전판   크레마 3만원 이상 구매 시 디즈니 북램프 윤동주 팔각머그 택1 증정  포인트차감  한정수량                               ,A1그림,디앤씨웹툰비즈,2020-09-01,500,4,4,BL,문학,2023-02-23 14:09:08.536342
121,22,      BL  다정도 병인 양하여                               ,Fensterrahmen,Bcafe,2017-08-01,3000,4,4,BL,문학,2023-02-23 14:09:08.536342
122,23,      연재  일요일의 위로 ,사밀저한우주글그림,대원씨아이,2022-09-01,500,0,0,BL,문학,2023-02-23 14:09:08.536342
123,24,      BL  풀 블룸 Full bloom                                  ,구부,시크노블,2023-01-01,3300,4,4,BL,문학,2023-02-23 14:09:08.536342
124,25,     Wet Sand    샌드  ,DOYAK도약글그림,두세븐엔터테인먼트,2022-09-01,600,0,0,BL,문학,2023-02-23 14:09:08.536342
125,26,      대여   루비  투명한 사랑의 그릇  한정판                                ,hitomi글그림,현대지능개발사,2023-02-01,1440,4,4,BL,문학,2023-02-23 14:09:08.536342
126,27,     체크 메이트 ,탄,키다리스튜디오,2020-08-01,600,5,5,BL,문학,2023-02-23 14:09:08.536342
127,28,      BL  프로젝션  Projection                                  ,이은규,비욘드,2023-02-01,3420,5,5,BL,문학,2023-02-23 14:09:08.536342
128,29,      BL  비생산적 관계에 대한 비이성적 고찰                                 ,라휘,시크노블,2023-01-01,3600,4,4,BL,문학,2023-02-23 14:09:08.536342
129,30,      BL  살아서 만납시다                               ,할로윈,링크,2022-11-01,3400,4,4,BL,문학,2023-02-23 14:09:08.536342
130,31,     배타적 연애금지구역 ,민트란저새나글두짜그림,서울미디어코믹스,2022-04-01,500,0,0,BL,문학,2023-02-23 14:09:08.536342
131,32,      BL  제 아이입니다만  ,사공글그림,블랑시아,2022-03-01,500,0,0,BL,문학,2023-02-23 14:09:08.536342
132,33,      BL  인투 더 쓰릴 Into the thrill       크레마 3만원 이상 구매 시 디즈니 북램프 윤동주 팔각머그 택1 증정  포인트차감  한정수량                               ,leefail,블루코드,2020-01-01,4200,4,4,BL,문학,2023-02-23 14:09:08.536342
133,34,      BL  망한 세상에서 살아남기                               ,맛좋은감자탕,BLYNUE블리뉴,2023-02-01,3500,4,5,BL,문학,2023-02-23 14:09:08.536342
134,35,      컬러 연재  영원한 계약 ,해진글그림,앤드비,2021-12-01,600,0,0,BL,문학,2023-02-23 14:09:08.536342
135,36,      BL  오메가X알파 조교일지 ,썸머린,여름의BL,2021-03-01,1000,4,4,BL,문학,2023-02-23 14:09:08.536342
136,37,      대여   페어리  경계의 끝에서 녹아내리는 유혹 01권                                  ,아키하루노비타글그림,넥스큐브,2020-10-01,960,0,0,BL,문학,2023-02-23 14:09:08.536342
137,38,      BL  조교 실격                                 ,쇼베,시크노블,2023-01-01,3500,4,4,BL,문학,2023-02-23 14:09:08.536342
138,39,     스윙 배이비                                 ,무단글그림,북큐브네트웍스,2021-11-01,400,0,0,BL,문학,2023-02-23 14:09:08.536342
139,40,     라라의 결혼 ,타메코우글그림,블랑코믹스,2020-02-01,3780,4,4,BL,문학,2023-02-23 14:09:08.536342
140,41,      비애  좀 놀았던 아빠와 양 선생님 ,미즈키타마,비애코믹스,2021-03-01,3150,4,4,BL,문학,2023-02-23 14:09:08.536342
141,42,      연재  대리화가  완전판                                  ,무나무,대원씨아이,2018-09-01,500,5,4,BL,문학,2023-02-23 14:09:08.536342
142,43,      BL  캐럿                                 ,메카니스트,더클북컴퍼니,2022-11-01,3000,4,4,BL,문학,2023-02-23 14:09:08.536342
143,44,      세트   BL  환생했더니  옛 제자가 신선이 되어 찾아왔다  총4권   ,5지마,BLYNUE블리뉴,2023-02-01,15200,0,0,BL,문학,2023-02-23 14:09:08.536342
144,45,      BL  꼴라쥬  collage                                  ,미엔느,블랙아웃,2019-05-01,3500,4,4,BL,문학,2023-02-23 14:09:08.536342
145,46,      컬러 연재  메리 마블링 ,펭키글그림,앤드비,2022-09-01,600,0,0,BL,문학,2023-02-23 14:09:08.536342
146,47,      BL  문장                               ,hologramm,고렘팩토리,2021-12-01,3700,4,4,BL,문학,2023-02-23 14:09:08.536342
147,48,      BL  까막새 우는 소리                                 ,김인명,피아체,2020-01-01,4500,4,4,BL,문학,2023-02-23 14:09:08.536342
148,49,      BL  세컨드 러브 송 Second love song                                ,코르테즈,MANZ,2023-02-01,3300,5,5,BL,문학,2023-02-23 14:09:08.536342
149,50,      BL  너랑 자느니 차라리                               ,한여름,BM,2023-02-01,3060,5,5,BL,문학,2023-02-23 14:09:08.536342
150,51,      BL  숲속의 엘리야                                 ,달혜나,톤TONE,2023-02-01,3000,4,4,BL,문학,2023-02-23 14:09:08.536342
151,52,      BL  해피 메리 레벨 업                                ,그루,북극여우,2022-08-01,2880,5,5,BL,문학,2023-02-23 14:09:08.536342
152,53,     비혼주의입니다만   ,촤돌글그림,LabelRED,2022-11-01,500,0,0,BL,문학,2023-02-23 14:09:08.536342
153,54,      BL  작가의 개입이 남성향에 미치는 영향                                 ,노공,비올렛,2021-11-01,3600,4,4,BL,문학,2023-02-23 14:09:08.536342
154,55,      연재   BL  마도조사 ,묵향동후원작광풍취고당그림,BLab비랩코믹스,2020-09-01,300,5,5,BL,문학,2023-02-23 14:09:08.536342
155,56,      BL  영원  Eternity                                  ,피사,시크노블,2023-02-01,2700,5,5,BL,문학,2023-02-23 14:09:08.536342
156,57,      루비  투명한 사랑의 그릇 한정판                                ,hitomi글그림,현대지능개발사,2023-02-01,3780,4,4,BL,문학,2023-02-23 14:09:08.536342
157,58,      비애  은목서의 양재사                                 ,마미타글그림,비애코믹스,2023-02-01,3780,4,4,BL,문학,2023-02-23 14:09:08.536342
158,59,     하절기 ,이로밀원저절구글밍구르그림,북극여우,2022-08-01,600,0,0,BL,문학,2023-02-23 14:09:08.536342
159,60,      대여  퇴근 후 엔드리스허니                               ,토죠사카나,감각,2022-09-01,1680,4,4,BL,문학,2023-02-23 14:09:08.536342
160,61,      BL  뜬장 위의 개                                 ,차옌,비욘드,2022-01-01,5100,4,4,BL,문학,2023-02-23 14:09:08.536342
161,62,      BL  DASH                                 ,이젠ijen,WBeast,2022-01-01,4400,4,4,BL,문학,2023-02-23 14:09:08.536342
162,63,      BL  노 모럴 No Moral       크레마 3만원 이상 구매 시 디즈니 북램프 윤동주 팔각머그 택1 증정  포인트차감  한정수량                               ,테하누,이클립스,2020-06-01,3600,4,4,BL,문학,2023-02-23 14:09:08.536342
163,64,      BL  네 뺨에서 사과 향기가 나                               ,체심,라비앙,2023-02-01,3300,4,4,BL,문학,2023-02-23 14:09:08.536342
164,65,      BL  럭키 다이스                                 ,삐삐,블루브,2022-11-01,3600,4,4,BL,문학,2023-02-23 14:09:08.536342
165,66,      BL  오류탐구영역                                 ,망고곰,북극여우,2022-10-01,4500,4,4,BL,문학,2023-02-23 14:09:08.536342
166,67,      BL  오푸스 눌                                 ,정가재,시크노블,2022-10-01,4200,4,4,BL,문학,2023-02-23 14:09:08.536342
167,68,      BL  신입사원                                 ,제크모스카레토,비욘드,2022-06-01,600,0,0,BL,문학,2023-02-23 14:09:08.536342
168,69,      BL  부티워크 Booty Wurk                                  ,구부,시크노블,2022-04-01,3900,4,4,BL,문학,2023-02-23 14:09:08.536342
169,70,      연재  우렁강도 ,펭키글그림,앤드비,2020-09-01,500,0,0,BL,문학,2023-02-23 14:09:08.536342
170,71,      BL  미필적 고의에 의한 연애사   확정적 고의에 의한 연애사                                 ,우주토깽,비욘드,2019-02-01,4500,4,4,BL,문학,2023-02-23 14:09:08.536342
171,72,      BL  슈가 크러시 러브 Sugar Crush Love                                ,골햄,문라이트북스,2023-01-01,3600,5,5,BL,문학,2023-02-23 14:09:08.536342
172,73,      BL  구멍 신부                               ,국산파이어팅커BL,희우,2023-02-01,2700,4,5,BL,문학,2023-02-23 14:09:08.536342
173,74,      BL  크리스마스 미라클                               ,제노리노,모드,2021-12-01,4200,4,4,BL,문학,2023-02-23 14:09:08.536342
174,75,      BL  추화련                                    ,원랑,모드,2022-11-01,3500,4,4,BL,문학,2023-02-23 14:09:08.536342
175,76,     찌질한 서브공이 되었습니다  ,로보저백일슬기글애림그림,서울미디어코믹스,2022-11-01,500,0,0,BL,문학,2023-02-23 14:09:08.536342
176,77,      BL  임께서 이르시되                                 ,짜오,고렘팩토리,2022-08-01,3400,4,4,BL,문학,2023-02-23 14:09:08.536342
177,78,      BL  새벽열                                 ,일면식,시크노블,2022-08-01,3000,4,4,BL,문학,2023-02-23 14:09:08.536342
178,79,      BL  파문                               ,소조금,모드,2022-01-01,3000,4,4,BL,문학,2023-02-23 14:09:08.536342
179,80,      연재   BL  녹색전상 ,잭스그림,디앤씨웹툰비즈,2021-04-01,600,5,4,BL,문학,2023-02-23 14:09:08.536342
180,81,      연재   BL  온 오어 오프  완전판   크레마 3만원 이상 구매 시 디즈니 북램프 윤동주 팔각머그 택1 증정  포인트차감  한정수량                               ,A1그림,디앤씨웹툰비즈,2020-09-01,500,4,4,BL,문학,2023-02-23 14:09:08.536342
181,82,      BL  다정도 병인 양하여                               ,Fensterrahmen,Bcafe,2017-08-01,3000,4,4,BL,문학,2023-02-23 14:09:08.536342
182,83,      연재  일요일의 위로 ,사밀저한우주글그림,대원씨아이,2022-09-01,500,0,0,BL,문학,2023-02-23 14:09:08.536342
183,84,      BL  풀 블룸 Full bloom                                  ,구부,시크노블,2023-01-01,3300,4,4,BL,문학,2023-02-23 14:09:08.536342
184,85,     Wet Sand    샌드  ,DOYAK도약글그림,두세븐엔터테인먼트,2022-09-01,600,0,0,BL,문학,2023-02-23 14:09:08.536342
185,86,      대여   루비  투명한 사랑의 그릇  한정판                                ,hitomi글그림,현대지능개발사,2023-02-01,1440,4,4,BL,문학,2023-02-23 14:09:08.536342
186,87,     체크 메이트 ,탄,키다리스튜디오,2020-08-01,600,5,5,BL,문학,2023-02-23 14:09:08.536342
187,88,      BL  프로젝션  Projection                                  ,이은규,비욘드,2023-02-01,3420,5,5,BL,문학,2023-02-23 14:09:08.536342
188,89,      BL  비생산적 관계에 대한 비이성적 고찰                                 ,라휘,시크노블,2023-01-01,3600,4,4,BL,문학,2023-02-23 14:09:08.536342
189,90,      BL  살아서 만납시다                               ,할로윈,링크,2022-11-01,3400,4,4,BL,문학,2023-02-23 14:09:08.536342
190,91,     배타적 연애금지구역 ,민트란저새나글두짜그림,서울미디어코믹스,2022-04-01,500,0,0,BL,문학,2023-02-23 14:09:08.536342
191,92,      BL  제 아이입니다만  ,사공글그림,블랑시아,2022-03-01,500,0,0,BL,문학,2023-02-23 14:09:08.536342
192,93,      BL  인투 더 쓰릴 Into the thrill       크레마 3만원 이상 구매 시 디즈니 북램프 윤동주 팔각머그 택1 증정  포인트차감  한정수량                               ,leefail,블루코드,2020-01-01,4200,4,4,BL,문학,2023-02-23 14:09:08.536342
193,94,      BL  망한 세상에서 살아남기                               ,맛좋은감자탕,BLYNUE블리뉴,2023-02-01,3500,4,5,BL,문학,2023-02-23 14:09:08.536342
194,95,      컬러 연재  영원한 계약 ,해진글그림,앤드비,2021-12-01,600,0,0,BL,문학,2023-02-23 14:09:08.536342
195,96,      BL  오메가X알파 조교일지 ,썸머린,여름의BL,2021-03-01,1000,4,4,BL,문학,2023-02-23 14:09:08.536342
196,97,      대여   페어리  경계의 끝에서 녹아내리는 유혹 01권                                  ,아키하루노비타글그림,넥스큐브,2020-10-01,960,0,0,BL,문학,2023-02-23 14:09:08.536342
