,yes24_rank,제목,yes24_writer,yes24_company,yes24_date,yes24_price,yes24_star_content,yes24_star_edit,yes24_gener,sm_gener,time_stamp
197,98,      BL  조교 실격                                 ,쇼베,시크노블,2023-01-01,3500,4,4,BL,문학,2023-02-23 14:09:08.536342
198,99,     스윙 배이비                                 ,무단글그림,북큐브네트웍스,2021-11-01,400,0,0,BL,문학,2023-02-23 14:09:08.536342
199,100,     라라의 결혼 ,타메코우글그림,블랑코믹스,2020-02-01,3780,4,4,BL,문학,2023-02-23 14:09:08.536342
200,1,     체인소 맨 ,후지모토타츠키글그림,학산문화사DCW,2020-10-01,3150,4,4,만화,문학,2023-02-23 14:09:08.536342
201,2,     브링 더 러브  크레마 3만원 이상 구매 시 디즈니 북램프 윤동주 팔각머그 택1 증정  포인트차감  한정수량                               ,제스트쿄,서울미디어코믹스,2020-09-01,500,4,4,만화,문학,2023-02-23 14:09:08.536342
202,3,      연재  스파이 패밀리 ,엔도타츠야글그림,학산문화사DCW,2020-09-01,500,0,0,만화,문학,2023-02-23 14:09:08.536342
203,4,      연재  체인소 맨 ,FUJIMOTOTatsuki,학산문화사DCW,2020-09-01,400,0,0,만화,문학,2023-02-23 14:09:08.536342
204,5,     월간 순정 노자키군 ,츠바키이즈미글그림,학산문화사,2020-01-01,2500,4,4,만화,문학,2023-02-23 14:09:08.536342
205,6,     골든 카무이 ,NODASatoru,대원씨아이DCW,2020-09-01,2700,4,4,만화,문학,2023-02-23 14:09:08.536342
206,7,     스파이 패밀리 ,엔도타츠야글그림,학산문화사DCW,2020-08-01,3800,4,4,만화,문학,2023-02-23 14:09:08.536342
207,8,     너에게 닿기를                                 ,카루호시이나글그림,대원씨아이DCW,2020-12-01,3150,4,4,만화,문학,2023-02-23 14:09:08.536342
208,9,     하이큐 ,후루다테하루이치글그림,대원,2020-10-01,3000,4,4,만화,문학,2023-02-23 14:09:08.536342
209,10,     원피스 ,오다에이치로글그림,대원씨아이DCW,2020-09-01,3000,4,4,만화,문학,2023-02-23 14:09:08.536342
210,11,     최근 고용한 메이드가 수상하다 ,콘부와카메글그림,대원씨아이,2021-10-01,3000,5,5,만화,문학,2023-02-23 14:09:08.536342
211,12,     악마에 입문했습니다  이루마 군 ,OsamuNishi,서울미디어코믹스,2020-04-01,2700,4,4,만화,문학,2023-02-23 14:09:08.536342
212,13,      연재  연하 메달리스트는 한결같은 짐승 ,쿠로노사와,블랙슈가코믹스,2023-02-01,500,0,0,만화,문학,2023-02-23 14:09:08.536342
213,14,     천일의 아내 시즌2 ,죠이나0510베리,GTENT,2021-12-01,500,0,0,만화,문학,2023-02-23 14:09:08.536342
214,15,     스바루와 스우 씨 ,타카하시나츠코글그림함경미역,S코믹스,2021-05-01,3300,4,4,만화,문학,2023-02-23 14:09:08.536342
215,16,      고화질  붉은 여우  완전판                                  ,하마,북극여우,2020-02-01,600,0,0,만화,문학,2023-02-23 14:09:08.536342
216,17,     명탐정 코난 제로의 일상 ,GoshoAOYAMATakahiroARAI,서울미디어코믹스DCW,2020-04-01,3000,4,4,만화,문학,2023-02-23 14:09:08.536342
217,18,      연재  사신 도련님과 검은 메이드 ,KoharuINOUE,학산문화사DCW,2020-09-01,200,0,0,만화,문학,2023-02-23 14:09:08.536342
218,19,     풀 하우스 ,원수연SooYoenWon,락킨코리아주식회사,2022-02-01,600,0,0,만화,문학,2023-02-23 14:09:08.536342
219,20,     H2 오리지널                                 ,아다치미츠루글그림,대원씨아이DCW,2019-09-01,3000,4,4,만화,문학,2023-02-23 14:09:08.536342
220,21,     은혼                                 ,소라치히데아키글그림,학산문화사DCW,2020-04-01,3000,4,4,만화,문학,2023-02-23 14:09:08.536342
221,22,     챔프D ,챔프D편집부,대원씨아이,2020-10-01,1000,4,4,만화,문학,2023-02-23 14:09:08.536342
222,23,     명탐정 코난 ,AOYAMAGosho,서울미디어코믹스DCW,2020-04-01,2700,4,4,만화,문학,2023-02-23 14:09:08.536342
223,24,      연재  카드캡터 사쿠라 클리어 카드 편 ,CLAMP,학산문화사,2020-10-01,500,0,0,만화,문학,2023-02-23 14:09:08.536342
224,25,     원펀맨   일순                             ,ONE글무라타유스케그림,대원씨아이DCW,2020-05-01,3000,4,4,만화,문학,2023-02-23 14:09:08.536342
225,26,     당신의 경험을 알려주세요   웹툰판  ,AwajiNae,GTENT,2020-09-01,500,0,0,만화,문학,2023-02-23 14:09:08.536342
226,27,     열혈강호 ,전극진양재현,대원씨아이,2020-05-01,2800,4,4,만화,문학,2023-02-23 14:09:08.536342
227,28,      연재  열혈강호 ,전극진양재현,대원씨아이,2020-09-01,400,0,0,만화,문학,2023-02-23 14:09:08.536342
228,29,     메달리스트 ,TSURUMAIKADA,학산문화사,2022-10-01,3800,4,4,만화,문학,2023-02-23 14:09:08.536342
229,30,     사쿠라  사쿠 ,IoSakisaka,서울미디어코믹스DCW,2022-09-01,4000,4,4,만화,문학,2023-02-23 14:09:08.536342
230,31,      연재  귀멸 학원  ,KoyoharuGotougeNatsukiHokami,학산문화사DCW,2021-12-01,300,0,0,만화,문학,2023-02-23 14:09:08.536342
231,32,      고화질  소년탐정 김전일 ,아마기세이마루사토후미야,서울미디어코믹스,2014-04-01,2250,4,4,만화,문학,2023-02-23 14:09:08.536342
232,33,     디 그레이맨 D Gray man                                ,호시노카츠라,대원씨아이DCW,2014-11-01,3000,4,4,만화,문학,2023-02-23 14:09:08.536342
233,34,     그 비스크 돌은 사랑을 한다 ,후쿠다신이치글그림박연지역,S코믹스,2020-06-01,3500,4,4,만화,문학,2023-02-23 14:09:08.536342
234,35,     29세 독신 중견 모험가의 일상 ,IppeiNara,학산문화사,2020-08-01,3000,4,4,만화,문학,2023-02-23 14:09:08.536342
235,36,     코미 양은 커뮤증입니다 ,ODATomohito,소미미디어DCW,2020-07-01,3000,4,4,만화,문학,2023-02-23 14:09:08.536342
236,37,      미즈  제왕 상사의 엄격한 조교 ,RikuSoraumi,넥스큐브,2020-10-01,500,0,0,만화,문학,2023-02-23 14:09:08.536342
237,38,     문호 스트레이독스 ,아사기리카프카원작하루카와산고그림문기업역,노엔코믹스,2020-02-01,3600,4,4,만화,문학,2023-02-23 14:09:08.536342
238,39,     백귀야행 ,이마이치코글그림,시공사,2019-06-01,3500,4,4,만화,문학,2023-02-23 14:09:08.536342
239,40,     베르세르크 ,미우라켄타로,대원씨아이,2018-11-01,3000,4,4,만화,문학,2023-02-23 14:09:08.536342
240,41,      연재  눈이 나려 꽃  크레마 3만원 이상 구매 시 디즈니 북램프 윤동주 팔각머그 택1 증정  포인트차감  한정수량                               ,임해연,학산문화사,2020-09-01,500,4,4,만화,문학,2023-02-23 14:09:08.536342
241,42,      연재  티아라 컬러연재   크레마 3만원 이상 구매 시 디즈니 북램프 윤동주 팔각머그 택1 증정  포인트차감  한정수량                               ,이윤희카라정은숙김윤경,서울미디어코믹스,2020-09-01,500,0,0,만화,문학,2023-02-23 14:09:08.536342
242,43,     사라사 컬러판   크레마 3만원 이상 구매 시 디즈니 북램프 윤동주 팔각머그 택1 증정  포인트차감  한정수량                               ,류량,서울미디어코믹스,2020-09-01,400,0,0,만화,문학,2023-02-23 14:09:08.536342
243,44,     사치랑 유우카 ,시바라히로,에이케이커뮤니케이션즈,2023-02-01,3150,5,5,만화,문학,2023-02-23 14:09:08.536342
244,45,     회사와 집에서 갭이 있는 아빠 ,우타카타,HUSH,2023-02-01,2700,5,5,만화,문학,2023-02-23 14:09:08.536342
245,46,     동인녀의 감정 ,사나다츠즈루원저선정우역,길찾기,2023-02-01,4500,5,5,만화,문학,2023-02-23 14:09:08.536342
246,47,      대여   할리퀸  불우한 신부와 다정한 대부호                               ,이본린지아야베미즈호,미스터블루,2023-02-01,900,0,0,만화,문학,2023-02-23 14:09:08.536342
247,48,      연재  구름을 비추는 새벽 ,버프찌지연,대원씨아이,2022-08-01,500,0,0,만화,문학,2023-02-23 14:09:08.536342
248,49,     아름다운 초저녁달 ,MikaYamamori,학산문화사,2022-05-01,3420,4,4,만화,문학,2023-02-23 14:09:08.536342
249,50,      연재  장송의 프리렌 ,KanehitoYAMADATsukasaABE,학산문화사DCW,2022-03-01,400,0,0,만화,문학,2023-02-23 14:09:08.536342
250,51,     잘 모르겠지만 이세계에 전생한 것 같습니다 ,우치우치케야키,AK커뮤니케이션즈,2022-01-01,3000,4,4,만화,문학,2023-02-23 14:09:08.536342
251,52,      퓨어  평범한 연애는 할 수 없어 ,MafuyuFukita,GTENT,2021-10-01,500,0,0,만화,문학,2023-02-23 14:09:08.536342
252,53,      연재  다정다감                                 ,박은아,학산문화사,2021-09-01,500,0,0,만화,문학,2023-02-23 14:09:08.536342
253,54,      연재  극주부도 ,KousukeOono,학산문화사,2021-08-01,500,0,0,만화,문학,2023-02-23 14:09:08.536342
254,55,     용병 마루한                                 ,김성재글김병진그림,대원씨아이,2015-01-01,2800,4,4,만화,문학,2023-02-23 14:09:08.536342
255,56,     학원 베이비시터즈 단행본  ,HARITOKEINO,서울미디어코믹스,2017-05-01,2500,4,4,만화,문학,2023-02-23 14:09:08.536342
256,57,     속삭이듯 사랑을 노래하다 ,타케시마에쿠,주조은세상,2021-02-01,2700,4,4,만화,문학,2023-02-23 14:09:08.536342
257,58,      시크릿  소문의 쾌감 마사지 가게로 잠입  ,Mareo,GTENT,2021-02-01,500,0,0,만화,문학,2023-02-23 14:09:08.536342
258,59,     표인   표적을 지키는 자                               ,허선철글그림,대원,2020-07-01,4000,4,4,만화,문학,2023-02-23 14:09:08.536342
259,60,     푸른 강철의 아르페지오 ,아크퍼포먼스,대원씨아이,2016-04-01,2250,4,4,만화,문학,2023-02-23 14:09:08.536342
260,61,     불멸의 그대에게 ,오이마요시토키글그림,대원,2020-11-01,3150,4,4,만화,문학,2023-02-23 14:09:08.536342
261,62,     허구추리   Invented inference                             ,시로다이라쿄원저카타세챠시바글그림오경화역,서울미디어코믹스,2020-09-01,3150,4,4,만화,문학,2023-02-23 14:09:08.536342
262,63,     리얼 REAL  ,이노우에타케히코글그림,대원,2020-08-01,3500,4,4,만화,문학,2023-02-23 14:09:08.536342
263,64,     빙속성 남자와 쿨한 동료여자 ,토노가야미유키글그림,대원씨아이,2020-08-01,3600,4,4,만화,문학,2023-02-23 14:09:08.536342
264,65,     이슈 ,이슈편집부,대원씨아이,2020-09-01,1500,4,4,만화,문학,2023-02-23 14:09:08.536342
265,66,      연재  괴수 8호 ,NaoyaMatsumoto,서울미디어코믹스DCW,2020-10-01,400,0,0,만화,문학,2023-02-23 14:09:08.536342
266,67,     나의 히어로 아카데미아 ,HORIKOSHIKohei,서울미디어코믹스DCW,2020-09-01,3000,4,4,만화,문학,2023-02-23 14:09:08.536342
267,68,     다이아몬드 에이스 act2 ,YujiTerajima,학산문화사,2020-09-01,2500,4,4,만화,문학,2023-02-23 14:09:08.536342
268,69,     부덕의 길드 ,TaichiKawazoe,학산문화사,2020-09-01,4000,4,4,만화,문학,2023-02-23 14:09:08.536342
269,70,     귀멸의 칼날 ,KoyoharuGotouge,학산문화사DCW,2020-09-01,4000,4,4,만화,문학,2023-02-23 14:09:08.536342
270,71,      코믹  약사의 혼잣말  크레마 3만원 이상 구매 시 디즈니 북램프 윤동주 팔각머그 택1 증정  포인트차감  한정수량                               ,NatsuHyuugaNekokurage,학산문화사,2020-08-01,3800,4,4,만화,문학,2023-02-23 14:09:08.536342
271,72,     배덕의 밤                                 ,kk팽유정,가하웹툰,2019-07-01,600,5,5,만화,문학,2023-02-23 14:09:08.536342
272,73,      대여   할리퀸  금단의 사랑                               ,앤마서나츠오코우,미스터블루,2023-02-01,900,0,0,만화,문학,2023-02-23 14:09:08.536342
273,74,     천룡팔부                                  ,김용황옥랑,길찾기,2017-02-01,1000,4,4,만화,문학,2023-02-23 14:09:08.536342
274,75,      대여   할리퀸  아내라는 이름의 대가                               ,멜라니밀번마에다히로코,미스터블루,2023-02-01,900,4,4,만화,문학,2023-02-23 14:09:08.536342
275,76,      고화질  도박마 거짓말 사냥꾼 바쿠                               ,ToshioSako,대원씨아이DCW,2015-04-01,3000,4,4,만화,문학,2023-02-23 14:09:08.536342
276,77,     셰어하우스 별사탕 키타센주                               ,후지모토유키,대원씨아이,2023-02-01,3240,5,5,만화,문학,2023-02-23 14:09:08.536342
277,78,      연재  남친의 동생과 싹 틔우는 사랑                                 ,아메시즈쿠,블랙슈가코믹스,2023-01-01,500,0,0,만화,문학,2023-02-23 14:09:08.536342
278,79,      고화질  나루토                               ,키시모토마사시,대원씨아이DCW,2014-12-01,3000,4,4,만화,문학,2023-02-23 14:09:08.536342
279,80,     부부 이상  연인 미만   코믹  ,카나마루유키,엘노벨,2022-12-01,3420,5,5,만화,문학,2023-02-23 14:09:08.536342
280,81,     은혼                                 ,소라치히데아키글그림,학산문화사DCW,2020-04-01,3000,4,4,만화,문학,2023-02-23 14:09:08.536342
281,82,     챔프D ,챔프D편집부,대원씨아이,2020-10-01,1000,4,4,만화,문학,2023-02-23 14:09:08.536342
282,83,     명탐정 코난 ,AOYAMAGosho,서울미디어코믹스DCW,2020-04-01,2700,4,4,만화,문학,2023-02-23 14:09:08.536342
283,84,      연재  카드캡터 사쿠라 클리어 카드 편 ,CLAMP,학산문화사,2020-10-01,500,0,0,만화,문학,2023-02-23 14:09:08.536342
284,85,     원펀맨   일순                             ,ONE글무라타유스케그림,대원씨아이DCW,2020-05-01,3000,4,4,만화,문학,2023-02-23 14:09:08.536342
285,86,     당신의 경험을 알려주세요   웹툰판  ,AwajiNae,GTENT,2020-09-01,500,0,0,만화,문학,2023-02-23 14:09:08.536342
286,87,     열혈강호 ,전극진양재현,대원씨아이,2020-05-01,2800,4,4,만화,문학,2023-02-23 14:09:08.536342
287,88,      연재  열혈강호 ,전극진양재현,대원씨아이,2020-09-01,400,0,0,만화,문학,2023-02-23 14:09:08.536342
288,89,     메달리스트 ,TSURUMAIKADA,학산문화사,2022-10-01,3800,4,4,만화,문학,2023-02-23 14:09:08.536342
289,90,     사쿠라  사쿠 ,IoSakisaka,서울미디어코믹스DCW,2022-09-01,4000,4,4,만화,문학,2023-02-23 14:09:08.536342
290,91,      연재  귀멸 학원  ,KoyoharuGotougeNatsukiHokami,학산문화사DCW,2021-12-01,300,0,0,만화,문학,2023-02-23 14:09:08.536342
291,92,      고화질  소년탐정 김전일 ,아마기세이마루사토후미야,서울미디어코믹스,2014-04-01,2250,4,4,만화,문학,2023-02-23 14:09:08.536342
