aladin_rank,subject,aladin_writer,aladin_publisher,aladin_date,aladin_price,aladin_review,aladin_genre,sm_genre,present_date
  28    ,정확한 사랑의 실험,신형철 (지은이) , 마음산책 ,2014-10-01,9100,4.5,예술/대중문화,문화/예술,2023-02-24
  29    ,바냐 아저씨 (한글판),"안톤 파블로비치 체호프 (지은이), 장한 (옮긴이) ", 더클래식 ,2014-06-01,990,5.0,예술/대중문화,문화/예술,2023-02-24
  30    ,햄릿,최종철 (옮긴이) , 민음사 ,2013-02-01,4900,4.0,예술/대중문화,문화/예술,2023-02-24
  31    ,묘사하는 마음,김혜리 (지은이) , 마음산책 ,2022-08-01,12600,4.5,예술/대중문화,문화/예술,2023-02-24
  32    ,상관없는 거 아닌가?,장기하 (지은이) , 문학동네 ,2020-09-01,11000,4.0,예술/대중문화,문화/예술,2023-02-24
  33    ,오늘부터 차근차근 아이패드 드로잉,배성규 (지은이) , 북라이프 ,2021-06-01,15400,5.0,예술/대중문화,문화/예술,2023-02-24
  34    ,STORY 시나리오 어떻게 쓸 것인가,"로버트 맥키 (지은이), 고영범, 이승민 (옮긴이) ", 민음인 ,2019-02-01,17500,4.5,예술/대중문화,문화/예술,2023-02-24
  35    ,현대미술은 처음인데요 : 큐레이터가 들려주는 친절한 미술이야기,"제시카 체라시, 안휘경 (지은이), 조경실 (옮긴이) ", 행성B(행성비) ,2017-08-01,9000,4.5,예술/대중문화,문화/예술,2023-02-24
  36    ,손에 땀을 쥐게 하는 이야기 쓰는 법,"조단 E. 로젠펠드 (지은이), 정미화 (옮긴이) ", 아날로그(글담) ,2022-04-01,14000,5.0,예술/대중문화,문화/예술,2023-02-24
  37    ,앤드류 루미스의 인체 드로잉,앤드류 루미스 (지은이) , 아르드 ,2020-03-01,7800,0.0,예술/대중문화,문화/예술,2023-02-24
  38    ,오셀로 (한글판),"윌리엄 셰익스피어 (지은이), 김민애 (옮긴이) ", 더클래식 ,2017-04-01,990,0.0,예술/대중문화,문화/예술,2023-02-24
  39    ,일러스트로 배우는 채색 테크닉,"무라 카루키 (지은이), 김재훈 (옮긴이) ", AK(에이케이)커뮤니케이션즈 ,2022-06-01,18400,5.0,예술/대중문화,문화/예술,2023-02-24
  40    ,자본주의 리얼리즘,"마크 피셔 (지은이), 박진철 (옮긴이) ", 리시올 ,2019-02-01,9100,0.0,예술/대중문화,문화/예술,2023-02-24
  41    ,픽셀아트 배경 그리는 법,"APO+, MOTOCROSS SAITO, SETAMO (지은이) ", AK(에이케이)커뮤니케이션즈 ,2021-12-01,22400,5.0,예술/대중문화,문화/예술,2023-02-24
  42    ,파우스트 1,"요한 볼프강 폰 괴테 (지은이), 정서웅 (옮긴이) ", 민음사 ,2022-05-01,6600,4.5,예술/대중문화,문화/예술,2023-02-24
  43    ,난장이가 쏘아올린 작은 공,홍파 (지은이) , 오늘부터출판사 ,2022-07-01,4050,0.0,예술/대중문화,문화/예술,2023-02-24
  44    ,DIALOGUE 시나리오 어떻게 쓸 것인가 2,"로버트 맥키 (지은이), 고영범, 이승민 (옮긴이) ", 민음인 ,2019-02-01,16100,5.0,예술/대중문화,문화/예술,2023-02-24
  45    ,닫힌 방.악마와 선한 신,"장 폴 사르트르 (지은이), 지영래 (옮긴이) ", 민음사 ,2022-07-01,8400,4.5,예술/대중문화,문화/예술,2023-02-24
  46    ,"내 손 안의 미술관, 클로드 모네",김정일 (지은이) , 피치플럼 ,2019-07-01,3000,0.0,예술/대중문화,문화/예술,2023-02-24
  47    ,연기하지 않는 연기,"해럴드 거스킨 (지은이), 이은주 (옮긴이) ", (주)도레미엔터테인먼트 ,2021-06-01,14400,5.0,예술/대중문화,문화/예술,2023-02-24
  48    ,아이패드로 그리는 움직이는 이모티콘 만들기 with 프로크리에이트,김소희(소콘소콘) (지은이) , 길벗 ,2021-10-01,14000,0.0,예술/대중문화,문화/예술,2023-02-24
  49    ,피아노 이야기,"러셀 셔먼 (지은이), 김용주 (옮긴이) ", 은행나무 ,2021-05-01,10500,5.0,예술/대중문화,문화/예술,2023-02-24
  50    ,메이커스 랩,"론 M. 버크먼 (지은이), 신동숙 (옮긴이) ", 윌북 ,2022-04-01,11900,5.0,예술/대중문화,문화/예술,2023-02-24
  51    ,자신 있어! 아이패드 갤럭시 탭 드로잉,이솔기 (지은이) , 중앙books(중앙북스) ,2021-05-01,13600,5.0,예술/대중문화,문화/예술,2023-02-24
  52    ,오셀로,"윌리엄 셰익스피어 (지은이), 최종철 (옮긴이), 윤동기, 이재범, 공경은, 이보희, 김용석 (낭독) ", 민음사 ,2021-12-01,8550,0.0,예술/대중문화,문화/예술,2023-02-24
  53    ,날 보러 와요,김광림 (지은이) , 지만지드라마 ,2014-02-01,8600,0.0,예술/대중문화,문화/예술,2023-02-24
  54    ,"내 손 안의 미술관, 렘브란트",김정일 (지은이) , 피치플럼 ,2020-03-01,2000,0.0,예술/대중문화,문화/예술,2023-02-24
  55    ,R.U.R,"카렐 차페크 (지은이), 유선비 (옮긴이) ", 이음 ,2020-04-01,8400,5.0,예술/대중문화,문화/예술,2023-02-24
  56    ,핵심 서양미술사,"제라르 드니조 (지은이), 배영란 (옮긴이) ", 클 ,2019-03-01,9900,0.0,예술/대중문화,문화/예술,2023-02-24
  57    ,내 맘대로 꾸미는 클래식 감상수업,오기영 (지은이) , 백년동안 ,2022-12-01,14000,5.0,예술/대중문화,문화/예술,2023-02-24
  58    ,영화식 만화 만들기,"오쓰카 에이지 (지은이), 선정우 (옮긴이) ", 북바이북 ,2023-02-01,12600,4.5,예술/대중문화,문화/예술,2023-02-24
  59    ,술꾼도시여자들 시즌1,위소영 (지은이) , 북로그컴퍼니 ,2022-04-01,11900,5.0,예술/대중문화,문화/예술,2023-02-24
  60    ,예술의 종말 이후,"아서 단토 (지은이), 김광우, 이성훈 (옮긴이) ", 미술문화 ,2015-05-01,15000,4.5,예술/대중문화,문화/예술,2023-02-24
  61    ,30일 완성! 나도 드럼 친다 : 초보 편,최성수 (지은이) , 이담북스 ,2020-04-01,5950,0.0,예술/대중문화,문화/예술,2023-02-24
  62    ,기본 원형 제도,장성은 (지은이) , 유페이퍼 ,2022-11-01,15000,0.0,예술/대중문화,문화/예술,2023-02-24
  63    ,히사이시 조의 음악일기,"히사이시 조 (Hisaishi Joe) (지은이), 손열음 (Yeol Eum Son) (감수) ", 책세상 ,2021-12-01,12500,4.5,예술/대중문화,문화/예술,2023-02-24
  64    ,바이올린 연주와 교육의 원리,이반 갈라미안 (지은이) , 아르드 ,2020-06-01,11000,0.0,예술/대중문화,문화/예술,2023-02-24
  65    ,시간의 각인,"안드레이 타르콥스키 (지은이), 라승도 (옮긴이) ", 곰출판 ,2023-02-01,16100,5.0,예술/대중문화,문화/예술,2023-02-24
  66    ,동양미학론,이상우 (지은이) , 아카넷 ,2018-06-01,9500,5.0,예술/대중문화,문화/예술,2023-02-24
  67    ,그림소담,탁현규 (지은이) , 디자인하우스 ,2014-06-01,9000,4.5,예술/대중문화,문화/예술,2023-02-24
  68    ,캐리커처의 역사 ,박세현 (지은이) , 팬덤북스 ,2012-05-01,1000,0.0,예술/대중문화,문화/예술,2023-02-24
  69    ,"에곤 실레를 사랑한다면, 한번쯤은 체스키크룸로프",김해선 (지은이) , 이담북스 ,2019-03-01,8400,4.5,예술/대중문화,문화/예술,2023-02-24
  70    ,고화정담,탁현규 (지은이) , 디자인하우스 ,2016-01-01,10500,4.5,예술/대중문화,문화/예술,2023-02-24
  71    ,3월의 눈,배삼식 (지은이) , 민음사 ,2022-02-01,15400,5.0,예술/대중문화,문화/예술,2023-02-24
  72    ,달리는 소녀 그리는 법,"포스트 미디어 편집부 (지은이), 김재훈 (옮긴이) ", AK(에이케이)커뮤니케이션즈 ,2023-01-01,19200,3.0,예술/대중문화,문화/예술,2023-02-24
  73    ,사랑방 손님과 어머니,임희재 (지은이) , 오늘부터출판사 ,2022-07-01,4050,0.0,예술/대중문화,문화/예술,2023-02-24
  74    ,인간의 삶 - 지식을만드는지식 고전선집,"레오니트 안드레예프 (지은이), 이수경 (옮긴이) ", 지만지드라마 ,2009-02-01,10240,3.0,예술/대중문화,문화/예술,2023-02-24
  75    ,"달콤, 살벌한 만남","류병학, 이유진 (지은이) ", 케이에이알 ,2022-10-01,5000,0.0,예술/대중문화,문화/예술,2023-02-24
  76    ,픽사 스토리텔링,"매튜 룬 (지은이), 박여진 (옮긴이) ", 현대지성 ,2022-01-01,11000,5.0,예술/대중문화,문화/예술,2023-02-24
  77    ,햄릿 (한글),"윌리엄 셰익스피어 (지은이), 한우리 (옮긴이) ", 더클래식 ,2012-12-01,990,4.0,예술/대중문화,문화/예술,2023-02-24
  78    ,오셀로 - 열린책들 세계문학 193,"윌리엄 셰익스피어 (지은이), 권오숙 (옮긴이) ", 열린책들 ,2012-01-01,6000,4.5,예술/대중문화,문화/예술,2023-02-24
  79    ,리어 왕 (한글판),"윌리엄 셰익스피어 (지은이), 한우리 (옮긴이) ", 더클래식 ,2013-06-01,990,0.0,예술/대중문화,문화/예술,2023-02-24
  80    ,1일 1클래식 1기쁨,"클레먼시 버턴힐 (지은이), 김재용 (옮긴이) ", 윌북 ,2020-01-01,12900,4.5,예술/대중문화,문화/예술,2023-02-24
  81    ,로미오와 줄리엣 (한글판),"윌리엄 셰익스피어 (지은이), 한우리 (옮긴이) ", 더클래식 ,2013-11-01,990,0.0,예술/대중문화,문화/예술,2023-02-24
  82    ,반 고흐 영혼의 편지,"빈센트 반 고흐 (지은이), 신성림 (옮긴이) ", 예담 ,2019-06-01,10500,4.5,예술/대중문화,문화/예술,2023-02-24
  83    ,박찬욱의 몽타주,박찬욱 (지은이) , 마음산책 ,2014-04-01,9800,4.0,예술/대중문화,문화/예술,2023-02-24
  84    ,나를 보는 당신을 바라보았다,김혜리 (지은이) , 어크로스 ,2017-04-01,9500,4.5,예술/대중문화,문화/예술,2023-02-24
  85    ,그림은 금방 능숙해지지 않는다.,"나리토미 미오리 (지은이), 양필성 (옮긴이) ", 스몰빅아트 ,2016-10-01,12000,4.0,예술/대중문화,문화/예술,2023-02-24
  86    ,미니 캐릭터 다양하게 그리기,"카도마루 츠부라, 미야츠키 모소코 (지은이), 문성호 (옮긴이) ", AK(에이케이)커뮤니케이션즈 ,2018-12-01,14400,5.0,예술/대중문화,문화/예술,2023-02-24
  87    ,시련,"아서 밀러 (지은이), 최영 (옮긴이) ", 민음사 ,2018-12-01,7000,4.5,예술/대중문화,문화/예술,2023-02-24
  88    ,위로의 미술관,진병관 (지은이) , 빅피시 ,2022-08-01,13160,5.0,예술/대중문화,문화/예술,2023-02-24
  89    ,"아무튼, 피아노",김겨울 (지은이) , 제철소 ,2022-04-01,8500,4.5,예술/대중문화,문화/예술,2023-02-24
  90    ,보이첵 Woyzeck (한글판 + 영문판),"게오르그 뷔히너 (지은이), 이재인 (옮긴이) ", 더클래식 ,2015-01-01,990,5.0,예술/대중문화,문화/예술,2023-02-24
  91    ,햄릿 (초판 에디션) : 1603년 오리지널 초판본 표지디자인,"윌리엄 셰익스피어 (지은이), 한우리 (옮긴이) ", 더스토리 ,2020-03-01,990,5.0,예술/대중문화,문화/예술,2023-02-24
  92    ,오이디푸스 왕,"소포클레스 (지은이), 강대진 (옮긴이) ", 민음사 ,2022-05-01,7700,4.5,예술/대중문화,문화/예술,2023-02-24
  93    ,[세트] 디테일 사전 (총2권),"안젤라 애커만, 베카 푸글리시 (지은이), 최세희 (옮긴이) ", 윌북 ,2021-05-01,30800,4.0,예술/대중문화,문화/예술,2023-02-24
  94    ,재즈 잇 업 jazz it up,남무성 (지은이) , 서해문집 ,2018-04-01,18900,5.0,예술/대중문화,문화/예술,2023-02-24
  95    ,LIVE2D 캐릭터 모델링 기초 강의,"fumi(후미) (지은이), 김재훈 (옮긴이) ", AK(에이케이)커뮤니케이션즈 ,2022-01-01,21600,0.0,예술/대중문화,문화/예술,2023-02-24
  96    ,디테일 사전 : 도시 편,"안젤라 애커만, 베카 푸글리시 (지은이), 최세희 (옮긴이) ", 윌북 ,2021-05-01,15400,5.0,예술/대중문화,문화/예술,2023-02-24
  97    ,나는 스마트폰으로 매일 인생사진 찍는다,방쿤 (지은이) , T.W.I.G(티더블유아이지)(주) ,2021-06-01,9900,5.0,예술/대중문화,문화/예술,2023-02-24
  98    ,밤으로의 긴 여로,"유진 오닐 (지은이), 민승남 (옮긴이) ", 민음사 ,2012-10-01,6300,4.5,예술/대중문화,문화/예술,2023-02-24
  99    ,판타지 유니버스 창작 가이드,"미야나가 다다마사 (지은이), 전홍식 (옮긴이) ", 요다 ,2019-05-01,28000,4.0,예술/대중문화,문화/예술,2023-02-24
  100    ,디테일 사전 : 시골 편,"안젤라 애커만, 베카 푸글리시 (지은이), 최세희 (옮긴이) ", 윌북 ,2021-05-01,15400,4.5,예술/대중문화,문화/예술,2023-02-24
  1    ,키위엔 영어회화 하루 5분의 기적,박강준 (지은이) , 키위엔 ,2022-12-01,13650,5.0,외국어,외국어,2023-02-24
  2    ,거의 모든 일상 표현의 영어,"케빈 강, 해나 변 (지은이) ", 사람in ,2022-11-01,11900,5.0,외국어,외국어,2023-02-24
  3    ,거의 모든 행동 표현의 영어,서영조 (지은이) , 사람in ,2022-03-01,11200,5.0,외국어,외국어,2023-02-24
  4    ,해커스 토익 실전 1000제 1 RC Reading 문제집 (리딩),해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) ,2023-01-01,9520,0.0,외국어,외국어,2023-02-24
  5    ,미국인 사용빈도 다반사 영어회화 구동사,"김아영, Jennifer Grill (지은이) ", 사람in ,2023-02-01,12600,5.0,외국어,외국어,2023-02-24
  6    ,영어 회화 핵심패턴 233 (2023개정판),백선엽 (지은이) , 길벗이지톡 ,2023-01-01,14400,5.0,외국어,외국어,2023-02-24
  7    ,해커스 토익 실전 1000제 1 LC Listening 문제집 (리스닝),해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) ,2023-01-01,9520,0.0,외국어,외국어,2023-02-24
  8    ,영어 회화의 결정적 단어들,서영조 (지은이) , 사람in ,2020-03-01,10500,5.0,외국어,외국어,2023-02-24
  9    ,NEW 일본어 상용한자 2136 한권으로 끝내기,"이이호시 카즈야, 한선희 (지은이) ", 다락원 ,2021-01-01,19000,4.5,외국어,외국어,2023-02-24
  10    ,센스 있는 영어 표현,에디 리 (지은이) , 넥서스 ,2022-12-01,9100,5.0,외국어,외국어,2023-02-24
  11    ,박상효의 영문법 콘서트 (개정판),박상효 (지은이) , 성안당 ,2018-12-01,12000,5.0,외국어,외국어,2023-02-24
  12    ,"원서, 읽(힌)다",강주헌 (지은이) , 길벗이지톡 ,2023-02-01,18400,4.0,외국어,외국어,2023-02-24
  13    ,일본어 잘하고 싶을 땐 다락원 독학 첫걸음,정의상 (지은이) , 다락원 ,2019-05-01,10500,5.0,외국어,외국어,2023-02-24
  14    ,JLPT 일본어능력시험 한권으로 끝내기 N5,"이치우, 이한나 (지은이) ", 다락원 ,2022-11-01,20500,4.5,외국어,외국어,2023-02-24
  15    ,어린 왕자 (한글판),"앙투안 드 생텍쥐페리 (지은이), 김미정 (옮긴이) ", 더클래식 ,2012-06-01,990,4.5,외국어,외국어,2023-02-24
  16    ,거의 모든 행동 표현의 일본어,"서영조, TJL 콘텐츠 연구소 (지은이), 고가 사토시 (감수) ", 사람in ,2022-07-01,11550,5.0,외국어,외국어,2023-02-24
  17    ,해커스 첫토익 LC + RC + VOCA,해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) ,2022-09-01,11920,5.0,외국어,외국어,2023-02-24
  18    ,해커스 그래머 게이트웨이 베이직 : 초보를 위한 기초 영문법 (Grammar Gateway Basic),David Cho (지은이) , 해커스어학연구소(Hackers) ,2022-08-01,10430,5.0,외국어,외국어,2023-02-24
  19    ,영어 회화 핵심패턴 233 중고급편(2023개정판),조이스 백 (지은이) , 길벗이지톡 ,2023-01-01,14400,5.0,외국어,외국어,2023-02-24
  20    ,해커스 토익 실전 1000제 2 LC Listening (리스닝) 문제집 (2023 최신개정판),해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) ,2023-01-01,9520,5.0,외국어,외국어,2023-02-24
  21    ,프랑켄슈타인 (한글+영문),"메리 셸리 (지은이), 구자언 (옮긴이) ", 미르북컴퍼니 ,2014-06-01,1100,4.0,외국어,외국어,2023-02-24
  22    ,키다리 아저씨 (한글판 + 영문판),"진 웹스터 (지은이), 허윤정 (옮긴이) ", 더클래식 ,2015-09-01,1100,4.5,외국어,외국어,2023-02-24
  23    ,거의 모든 숫자 표현의 영어,"조나단 데이비스, 유현정 (지은이) ", 사람in ,2020-06-01,10500,5.0,외국어,외국어,2023-02-24
  24    ,별 (한글판 + 영문판),"알퐁스 도데 (지은이), 조정훈 (옮긴이) ", 더클래식 ,2015-01-01,990,0.0,외국어,외국어,2023-02-24
  25    ,N1에서 N5까지 총정리 JLPT 문법사전,나무 (지은이) , 세나북스 ,2021-12-01,8900,5.0,외국어,외국어,2023-02-24
  26    ,NEW 일본어 상용한자 기초 마스터 1026,"이이호시 카즈야, 한선희 (지은이) ", 다락원 ,2020-05-01,11900,4.0,외국어,외국어,2023-02-24
  27    ,해커스 토익 실전 1000제 1 RC Reading 해설집 (리딩),해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) ,2023-01-01,14320,0.0,외국어,외국어,2023-02-24
  28    ,YBM 스타트 토익 RC,YBM 토익연구소 (지은이) , 와이비엠 ,2017-09-01,9100,0.0,외국어,외국어,2023-02-24
  29    ,해커스톡 영어회화 10분의 기적 : 미국에서 당장 써먹는 영어,해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) ,2022-07-01,9680,5.0,외국어,외국어,2023-02-24
  30    ,지텔프 기출 문제 해설집  Level 2,성안당 지텔프 연구소 (지은이) , 성안당 ,2021-12-01,17600,4.5,외국어,외국어,2023-02-24
  31    ,나혼자 끝내는 독학 일본어 첫걸음(최신 증보판),넥서스콘텐츠개발팀 (지은이) , 넥서스Japanese ,2022-12-01,10500,0.0,외국어,외국어,2023-02-24
  32    ,10일 만에 끝내는 해커스 토익스피킹(토스),해커스어학연구소 (엮은이) , 해커스어학연구소(Hackers) ,2023-01-01,15000,0.0,외국어,외국어,2023-02-24
  33    ,지킬 박사와 하이드 (한글+영문),로버트 루이스 스티븐슨 (지은이) , 미르북컴퍼니 ,2014-06-01,990,0.0,외국어,외국어,2023-02-24
  34    ,[세트] 강성태 영단어 어원편 : DAY 01~60 (총2권/완결),강성태 (지은이) , 키출판사 ,2018-12-01,13800,0.0,외국어,외국어,2023-02-24
