aladin_순위,제목,aladin_저자,aladin_출판사,aladin_출간일,aladin_가격,aladin_평점,aladin_장르,상명대학교_학술정보관_장르,현재 날짜
  94    ,프로테스탄티즘의 윤리와 자본주의 정신,"막스 베버 (지은이), 박성수 (옮긴이) ", 문예출판사 ,2013-10-01,7500,4.0,대학교재/전문서적,강의지원도서,2023-02-23
  95    ,"비언어성 학습장애, 아스퍼거 증후군",신석호 (지은이) , 시그마프레스 ,2016-06-01,8400,0.0,대학교재/전문서적,강의지원도서,2023-02-23
  96    ,프로그래머를 위한 선형대수,"히라오카 카즈유키, 호리 겐 (지은이), 이창신 (옮긴이) ", 길벗 ,2017-04-01,25600,4.0,대학교재/전문서적,강의지원도서,2023-02-23
  97    ,2022 예산회계실무 기본서,"강인옥, 최두선, 최기웅 (지은이) ", 광문각 ,2022-04-01,28000,0.0,대학교재/전문서적,강의지원도서,2023-02-23
  98    ,선형대수와 군,이인석 (지은이) , 서울대학교출판문화원 ,2021-08-01,23000,4.5,대학교재/전문서적,강의지원도서,2023-02-23
  99    ,제대로 알고 쓰는 논문 통계분석 : SPSS & AMOS,노경섭 (지은이) , 한빛아카데미(교재) ,2020-12-01,28000,5.0,대학교재/전문서적,강의지원도서,2023-02-23
  100    ,프셉마음 - 기초편,"드림널스 편집부, 제갈성희, 고은희 (지은이) ", 드림널스 ,2022-04-01,24000,5.0,대학교재/전문서적,강의지원도서,2023-02-23
  1    ,우리에게는 비밀이 없다,"우샤오러 (지은이), 강초아 (옮긴이) ", 한즈미디어 ,2022-11-01,11600,5.0,소설/시/희곡,문학,2023-02-23
  2    ,구의 증명,최진영 (지은이) , 은행나무 ,2015-03-01,6480,4.0,소설/시/희곡,문학,2023-02-23
  3    ,아버지의 해방일지,정지아 (지은이) , 창비 ,2022-09-01,12000,5.0,소설/시/희곡,문학,2023-02-23
  4    ,수확자,"닐 셔스터먼 (지은이), 이수현 (옮긴이) ", 열린책들 ,2023-01-01,11250,5.0,소설/시/희곡,문학,2023-02-23
  5    ,작가는 어떻게 읽는가,"조지 손더스 (지은이), 정영목 (옮긴이) ", 어크로스 ,2023-02-01,17100,4.5,소설/시/희곡,문학,2023-02-23
  6    ,흑뢰성,"요네자와 호노부 (지은이), 김선영 (옮긴이) ", 리드비 ,2023-02-01,11760,5.0,소설/시/희곡,문학,2023-02-23
  7    ,이토록 평범한 미래,김연수 (지은이) , 문학동네 ,2022-10-01,9800,4.5,소설/시/희곡,문학,2023-02-23
  8    ,로렘 입숨의 책,구병모 (지은이) , 안온북스 ,2023-01-01,9450,5.0,소설/시/희곡,문학,2023-02-23
  9    ,데미안 (한글판),"헤르만 헤세 (지은이), 이순학 (옮긴이) ", 더클래식 ,2012-10-01,990,4.5,소설/시/희곡,문학,2023-02-23
  10    ,사랑의 이해,이혁진 (지은이) , 민음사 ,2019-04-01,10500,4.0,소설/시/희곡,문학,2023-02-23
  11    ,불편한 편의점,김호연 (지은이) , 나무옆의자 ,2021-04-01,9800,4.5,소설/시/희곡,문학,2023-02-23
  12    ,불편한 편의점 2 (단풍 에디션),김호연 (지은이) , 나무옆의자 ,2022-08-01,9800,4.5,소설/시/희곡,문학,2023-02-23
  13    ,눈물을 마시는 새 세트 (1~4권),이영도 (지은이) , 황금가지 ,2013-10-01,28600,5.0,소설/시/희곡,문학,2023-02-23
  14    ,인간실격 (한글판),"다자이 오사무 (지은이), 김소영 (옮긴이) ", 미르북컴퍼니 ,2013-12-01,990,4.0,소설/시/희곡,문학,2023-02-23
  15    ,살인 플롯 짜는 노파,"엘리 그리피스 (지은이), 신승미 (옮긴이) ", 나무옆의자 ,2023-02-01,11340,4.5,소설/시/희곡,문학,2023-02-23
  16    ,가재가 노래하는 곳,"델리아 오언스 (지은이), 김선형 (옮긴이) ", 살림 ,2019-06-01,11200,4.0,소설/시/희곡,문학,2023-02-23
  17    ,파친코 2,이민진 (지은이) , 인플루엔셜(주) ,2022-10-01,12500,5.0,소설/시/희곡,문학,2023-02-23
  18    ,배니시드,김도윤 (지은이) , 팩토리나인 ,2023-02-01,12000,4.5,소설/시/희곡,문학,2023-02-23
  19    ,"칵테일, 러브, 좀비",조예은 (지은이) , 안전가옥 ,2020-04-01,6300,4.5,소설/시/희곡,문학,2023-02-23
  20    ,인생의 역사,신형철 (지은이) , 난다 ,2022-12-01,12600,5.0,소설/시/희곡,문학,2023-02-23
  21    ,파친코 1,"이민진 (지은이), 신승미 (옮긴이) ", 인플루엔셜(주) ,2022-10-01,12500,4.5,소설/시/희곡,문학,2023-02-23
  22    ,참을 수 없는 존재의 가벼움,"밀란 쿤데라 (지은이), 이재룡 (옮긴이) ", 민음사 ,2021-06-01,11200,4.5,소설/시/희곡,문학,2023-02-23
  23    ,나는 오래된 거리처럼 너를 사랑하고,진은영 (지은이) , 문학과지성사 ,2022-11-01,8400,4.5,소설/시/희곡,문학,2023-02-23
  24    ,싯다르타,"헤르만 헤세 (지은이), 박병덕 (옮긴이) ", 민음사 ,2014-01-01,5600,4.5,소설/시/희곡,문학,2023-02-23
  25    ,왕자님의 연애편지,이경민 (지은이) , 라이스메이커 ,2022-12-01,12960,5.0,소설/시/희곡,문학,2023-02-23
  26    ,데미안: 오리지널 초판본,"헤르만 헤세 (지은이), 이미영 (옮긴이), 김선형 (해설) ", 코너스톤 ,2017-02-01,810,5.0,소설/시/희곡,문학,2023-02-23
  27    ,트렁크,김려령 (지은이) , 창비 ,2015-06-01,8400,3.5,소설/시/희곡,문학,2023-02-23
  28    ,도롱뇽과의 전쟁,"카렐 차페크 (지은이), 김선형 (옮긴이) ", 열린책들 ,2023-02-01,10350,4.5,소설/시/희곡,문학,2023-02-23
  29    ,이토록 아름다운 세상에서,"고호관, 김백상, 곽유진 (지은이) ", 현대문학 ,2023-01-01,10080,5.0,소설/시/희곡,문학,2023-02-23
  30    ,밝은 밤,최은영 (지은이) , 문학동네 ,2021-07-01,10200,5.0,소설/시/희곡,문학,2023-02-23
  31    ,어린 왕자 (한글+영문),"앙투안 드 생텍쥐페리 (지은이), 베스트트랜스 (옮긴이) ", 더클래식 ,2012-04-01,990,5.0,소설/시/희곡,문학,2023-02-23
  32    ,심판,"베르나르 베르베르 (지은이), 전미연 (옮긴이) ", 열린책들 ,2020-08-01,10000,4.5,소설/시/희곡,문학,2023-02-23
  33    ,멋진 신세계,"올더스 헉슬리 (지은이), 안정효 (옮긴이) ", 소담출판사 ,2018-06-01,8280,4.5,소설/시/희곡,문학,2023-02-23
  34    ,노인과 바다 (한글+영문판),"어니스트 헤밍웨이 (지은이), 베스트트랜스 (옮긴이) ", 더클래식 ,2013-06-01,990,5.0,소설/시/희곡,문학,2023-02-23
  35    ,쿼런틴,"그렉 이건 (지은이), 김상훈 (옮긴이) ", 허블 ,2022-12-01,12250,5.0,소설/시/희곡,문학,2023-02-23
  36    ,노르웨이의 숲,"무라카미 하루키 (지은이), 양억관 (옮긴이) ", 민음사 ,2019-04-01,11000,4.0,소설/시/희곡,문학,2023-02-23
  37    ,미키7,"에드워드 애슈턴 (지은이), 배지혜 (옮긴이) ", 황금가지 ,2022-07-01,9450,4.0,소설/시/희곡,문학,2023-02-23
  38    ,작별인사,김영하 (지은이) , 복복서가 ,2022-05-01,10000,4.0,소설/시/희곡,문학,2023-02-23
  39    ,폭풍의 언덕 (한글판 + 영문판),"에밀리 브론테 (지은이), 김명신 (옮긴이) ", 더클래식 ,2014-11-01,990,4.5,소설/시/희곡,문학,2023-02-23
  40    ,인간 실격,"다자이 오사무 (지은이), 김춘미 (옮긴이) ", 민음사 ,2012-10-01,6300,4.0,소설/시/희곡,문학,2023-02-23
  41    ,픽션들,"호르헤 루이스 보르헤스 (지은이), 송병선 (옮긴이) ", 민음사 ,2018-11-01,7700,4.5,소설/시/희곡,문학,2023-02-23
  42    ,생생하게 살아 있는 캐릭터 만드는 법,"키라앤 펠리컨 (지은이), 정미화 (옮긴이) ", 아날로그(글담) ,2023-01-01,12600,5.0,소설/시/희곡,문학,2023-02-23
  43    ,천사를 거부하는 우울한 연인에게,양안다 (지은이) , 문학동네 ,2023-02-01,8400,5.0,소설/시/희곡,문학,2023-02-23
  44    ,단순한 열정,"아니 에르노 (지은이), 최정수 (옮긴이) ", 문학동네 ,2016-12-01,6300,4.0,소설/시/희곡,문학,2023-02-23
  45    ,종의 기원,정유정 (지은이) , 은행나무 ,2017-02-01,9100,4.0,소설/시/희곡,문학,2023-02-23
  46    ,천 개의 파랑,천선란 (지은이) , 허블 ,2020-08-01,9800,4.5,소설/시/희곡,문학,2023-02-23
  47    ,1984 (한글+영문),"조지 오웰 (지은이), 정영수 (옮긴이) ", 더클래식 ,2013-05-01,1100,5.0,소설/시/희곡,문학,2023-02-23
  48    ,브람스를 좋아하세요…,"프랑수아즈 사강 (지은이), 김남주 (옮긴이) ", 민음사 ,2018-06-01,5900,4.5,소설/시/희곡,문학,2023-02-23
  49    ,세상의 마지막 기차역,"무라세 다케시 (지은이), 김지연 (옮긴이) ", 모모 ,2022-05-01,9800,4.5,소설/시/희곡,문학,2023-02-23
  50    ,딜레마 사전,"안젤라 애커만, 베카 푸글리시 (지은이), 오수원 (옮긴이) ", 윌북 ,2022-08-01,15400,4.5,소설/시/희곡,문학,2023-02-23
  51    ,해가 지는 곳으로,최진영 (지은이) , 민음사 ,2017-08-01,9800,4.5,소설/시/희곡,문학,2023-02-23
  52    ,안젤리크,"기욤 뮈소 (지은이), 양영란 (옮긴이) ", 밝은세상 ,2023-01-01,12000,4.5,소설/시/희곡,문학,2023-02-23
  53    ,제5도살장 (그래픽 노블),"커트 보니것 (원작), 앨버트 먼티스 (그림), 라이언 노스 (각색) ", 문학동네 ,2023-01-01,15500,4.5,소설/시/희곡,문학,2023-02-23
  54    ,아몬드,손원평 (지은이) , 창비 ,2017-03-01,8400,4.0,소설/시/희곡,문학,2023-02-23
  55    ,우리가 빛의 속도로 갈 수 없다면,김초엽 (지은이) , 허블 ,2019-06-01,8400,4.5,소설/시/희곡,문학,2023-02-23
  56    ,"오늘 밤, 세계에서 이 사랑이 사라진다 해도","이치조 미사키 (지은이), 권영주 (옮긴이) ", 모모 ,2021-06-01,10000,4.0,소설/시/희곡,문학,2023-02-23
  57    ,파과,구병모 (지은이) , 위즈덤하우스 ,2018-04-01,9800,4.5,소설/시/희곡,문학,2023-02-23
  58    ,데미안 (한글+영문),"헤르만 헤세 (지은이), 이순학 (옮긴이) ", 더클래식 ,2013-01-01,990,4.5,소설/시/희곡,문학,2023-02-23
  59    ,자기만의 방 - 더클래식 세계문학 컬렉션,버지니아 울프 (지은이) , 더클래식 ,2017-08-01,990,4.5,소설/시/희곡,문학,2023-02-23
  60    ,오만과 편견 (한글+영문판),"제인 오스틴 (지은이), 김유미 (옮긴이) ", 더클래식 ,2013-05-01,1500,3.5,소설/시/희곡,문학,2023-02-23
  61    ,이중 작가 초롱,이미상 (지은이) , 문학동네 ,2022-11-01,10900,5.0,소설/시/희곡,문학,2023-02-23
  62    ,수호자들,"존 그리샴 (지은이), 남명성 (옮긴이) ", 하빌리스(대원씨아이) ,2023-02-01,12600,5.0,소설/시/희곡,문학,2023-02-23
  63    ,여자아이 기억,"아니 에르노 (지은이), 백수린 (옮긴이) ", 레모 ,2022-12-01,11200,5.0,소설/시/희곡,문학,2023-02-23
  64    ,리스본행 야간열차,"파스칼 메르시어(페터 비에리) (지은이), 전은경 (옮긴이) ", 비채 ,2022-12-01,12600,5.0,소설/시/희곡,문학,2023-02-23
  65    ,메이드,"니타 프로스 (지은이), 노진선 (옮긴이) ", 마시멜로 ,2023-02-01,12100,5.0,소설/시/희곡,문학,2023-02-23
  66    ,이방인 (한글판),"알베르 카뮈 (지은이), 베스트트랜스 (옮긴이) ", 더클래식 ,2012-08-01,990,4.0,소설/시/희곡,문학,2023-02-23
  67    ,트라우마 사전,"안젤라 애커만, 베카 푸글리시 (지은이), 임상훈 (옮긴이) ", 윌북 ,2020-04-01,15900,5.0,소설/시/희곡,문학,2023-02-23
  68    ,동물 농장,"조지 오웰 (지은이), 도정일 (옮긴이) ", 민음사 ,2012-07-01,5600,4.5,소설/시/희곡,문학,2023-02-23
  69    ,여자 없는 남자들,"무라카미 하루키 (지은이), 양윤옥 (옮긴이) ", 문학동네 ,2020-04-01,9700,4.5,소설/시/희곡,문학,2023-02-23
  70    ,"오늘 밤, 세계에서 이 눈물이 사라진다 해도","이치조 미사키 (지은이), 김윤경 (옮긴이) ", 모모 ,2022-08-01,10000,5.0,소설/시/희곡,문학,2023-02-23
  71    ,이방인 (한글판+영문판),"알베르 카뮈 (지은이), 최헵시바 (옮긴이) ", 더클래식 ,2013-06-01,990,4.0,소설/시/희곡,문학,2023-02-23
  72    ,유령의 마음으로,임선우 (지은이) , 민음사 ,2022-04-01,9100,5.0,소설/시/희곡,문학,2023-02-23
  73    ,작은 땅의 야수들,"김주혜 (지은이), 박소현 (옮긴이) ", 다산책방 ,2022-09-01,12600,4.5,소설/시/희곡,문학,2023-02-23
  74    ,채식주의자 (개정판),한강 (지은이) , 창비 ,2022-03-01,10500,4.0,소설/시/희곡,문학,2023-02-23
  75    ,[세트] 모방범 (총3권),"미야베 미유키 (지은이), 양억관 (옮긴이) ", 문학동네 ,2022-02-01,29100,0.0,소설/시/희곡,문학,2023-02-23
  76    ,스마트폰을 떨어뜨렸을 뿐인데,"시가 아키라 (지은이), 김성미 (옮긴이) ", 북플라자 ,2018-05-01,11000,4.0,소설/시/희곡,문학,2023-02-23
  77    ,달러구트 꿈 백화점 2,이미예 (지은이) , 팩토리나인 ,2021-07-01,9660,4.5,소설/시/희곡,문학,2023-02-23
  78    ,작별하지 않는다,한강 (지은이) , 문학동네 ,2021-09-01,9800,4.5,소설/시/희곡,문학,2023-02-23
  79    ,지구에서 한아뿐,정세랑 (지은이) , 난다 ,2019-08-01,9100,4.0,소설/시/희곡,문학,2023-02-23
  80    ,프로젝트 헤일메리,"앤디 위어 (지은이), 강동혁 (옮긴이) ", 알에이치코리아(RHK) ,2021-05-01,12950,5.0,소설/시/희곡,문학,2023-02-23
  81    ,어린 왕자 (한글판),"앙투안 드 생텍쥐페리 (지은이), 김미정 (옮긴이) ", 더클래식 ,2012-06-01,990,4.5,소설/시/희곡,문학,2023-02-23
  82    ,그리스인 조르바 (한글판),"니코스 카잔자키스 (지은이), 베스트트랜스 (옮긴이) ", 더클래식 ,2012-06-01,1490,4.0,소설/시/희곡,문학,2023-02-23
  83    ,사람은 무엇으로 사는가 (한글+영문),"레프 니콜라예비치 톨스토이 (지은이), 장영재 (옮긴이) ", 더클래식 ,2012-07-01,990,4.0,소설/시/희곡,문학,2023-02-23
  84    ,숨 : EXHALATION,"테드 창 (지은이), 김상훈 (옮긴이) ", 엘리 ,2020-01-01,12000,4.5,소설/시/희곡,문학,2023-02-23
  85    ,동물농장,"조지 오웰 (지은이), 신동운 (옮긴이) ", 스타북스 ,2020-04-01,990,4.5,소설/시/희곡,문학,2023-02-23
  86    ,인간실격 (한글판+영문판),"다자이 오사무 (지은이), 김소영 (옮긴이) ", 더클래식 ,2013-12-01,990,4.0,소설/시/희곡,문학,2023-02-23
  87    ,차라투스트라는 이렇게 말했다,"프리드리히 니체 (지은이), 장희창 (옮긴이) ", 민음사 ,2012-10-01,7700,4.0,소설/시/희곡,문학,2023-02-23
  88    ,햄릿 (한글+영문판),"윌리엄 셰익스피어 (지은이), 한우리 (옮긴이) ", 더클래식 ,2013-06-01,990,5.0,소설/시/희곡,문학,2023-02-23
  89    ,나주에 대하여,김화진 (지은이) , 문학동네 ,2022-11-01,10500,4.5,소설/시/희곡,문학,2023-02-23
  90    ,로미오와 줄리엣 (한글판+영문판),"윌리엄 셰익스피어 (지은이), 한우리 (옮긴이) ", 더클래식 ,2013-11-01,990,5.0,소설/시/희곡,문학,2023-02-23
  91    ,우리가 세상을 이해하길 멈출 때,"벵하민 라바투트 (지은이), 노승영 (옮긴이) ", 문학동네 ,2022-06-01,12000,4.5,소설/시/희곡,문학,2023-02-23
  92    ,마지막 잎새 (한글+영문판),"오 헨리 (지은이), 김명철 (옮긴이) ", 더클래식 ,2013-08-01,990,5.0,소설/시/희곡,문학,2023-02-23
  93    ,광기의 산맥,"H. P. 러브크래프트 (지은이), 정진영 (옮긴이) ", 바톤핑크 ,2022-11-01,2000,0.0,소설/시/희곡,문학,2023-02-23
  94    ,달러구트 꿈 백화점,이미예 (지은이) , 팩토리나인 ,2020-07-01,9100,4.0,소설/시/희곡,문학,2023-02-23
  95    ,1984,"조지 오웰 (지은이), 정회성 (옮긴이) ", 민음사 ,2012-07-01,6650,4.5,소설/시/희곡,문학,2023-02-23
  96    ,하얼빈,김훈 (지은이) , 문학동네 ,2022-08-01,11200,4.5,소설/시/희곡,문학,2023-02-23
  97    ,저주토끼,정보라 (지은이) , 아작 ,2017-03-01,10000,4.0,소설/시/희곡,문학,2023-02-23
  98    ,홍학의 자리,정해연 (지은이) , 엘릭시르 ,2021-07-01,9800,4.0,소설/시/희곡,문학,2023-02-23
  99    ,당신 인생의 이야기,"테드 창 (지은이), 김상훈 (옮긴이) ", 엘리 ,2020-02-01,10150,4.5,소설/시/희곡,문학,2023-02-23
  100    ,데미안,"헤르만 헤세 (지은이), 전영애 (옮긴이) ", 민음사 ,2020-12-01,5600,4.5,소설/시/희곡,문학,2023-02-23
  1    ,음식 중독,"마이클 모스 (지은이), 연아람 (옮긴이) ", 민음사 ,2023-01-01,12600,4.5,사회과학,인문,2023-02-23
  2    ,미스터 프레지던트,탁현민 (지은이) , 메디치미디어 ,2023-02-01,17600,5.0,사회과학,인문,2023-02-23
  3    ,사피엔스,"유발 하라리 (지은이), 조현욱 (옮긴이), 이태수 (감수) ", 김영사 ,2023-01-01,15750,4.5,사회과학,인문,2023-02-23
  4    ,왕자님의 연애편지,이경민 (지은이) , 라이스메이커 ,2022-12-01,12960,5.0,사회과학,인문,2023-02-23
  5    ,공정하다는 착각,"마이클 샌델 (지은이), 함규진 (옮긴이) ", 와이즈베리 ,2020-11-01,12600,4.0,사회과학,인문,2023-02-23
  6    ,뉴욕 정신과 의사의 사람 도서관,나종호 (지은이) , 아몬드 ,2022-05-01,11850,4.5,사회과학,인문,2023-02-23
  7    ,정의란 무엇인가,"마이클 샌델 (지은이), 김명철 (옮긴이), 김선욱 (감수) ", 와이즈베리 ,2014-11-01,10500,4.5,사회과학,인문,2023-02-23
  8    ,교사의 말 연습,김성효 (지은이) , 빅피시 ,2023-01-01,11760,5.0,사회과학,인문,2023-02-23
